Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.000431922645,58.55347683812968,1.8592650640306847e-06,-3.9674547027495435,4.31922645e-06,-3.7059,1.1655e-06,7758328.522634789,47934.10668402476
