SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Nov 14 17:02:06 GMT 2022
User: sophysics
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G15921
Integration Time (usec): 10000 (USB2G15921)
Spectra Averaged: 10 (USB2G15921)
Boxcar Smoothing: 0 (USB2G15921)
Correct for Electrical Dark: No (USB2G15921)
Strobe/Lamp Enabled: No (USB2G15921)
Correct for Detector Non-linearity: No (USB2G15921)
Correct for Stray Light: No (USB2G15921)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.16	0.00
339.53	127.20
339.91	127.90
340.28	128.30
340.66	128.20
341.03	130.70
341.41	131.10
341.78	132.10
342.16	133.00
342.54	132.70
342.91	132.90
343.29	133.90
343.66	133.60
344.04	132.30
344.41	133.40
344.79	133.70
345.16	134.90
345.54	134.30
345.91	134.20
346.29	134.00
346.66	133.90
347.04	133.30
347.41	134.10
347.79	133.60
348.16	134.40
348.54	138.80
348.91	137.90
349.29	138.50
349.66	137.80
350.04	138.80
350.41	138.40
350.79	138.10
351.16	138.90
351.54	138.60
351.91	138.90
352.29	139.00
352.66	140.40
353.04	139.40
353.41	139.80
353.78	138.80
354.16	141.30
354.53	141.30
354.91	140.90
355.28	141.70
355.66	141.40
356.03	140.30
356.40	141.70
356.78	141.80
357.15	140.10
357.53	142.00
357.90	142.30
358.28	143.70
358.65	142.40
359.02	142.60
359.40	142.40
359.77	143.70
360.15	142.30
360.52	142.80
360.89	143.90
361.27	143.90
361.64	143.80
362.01	144.20
362.39	145.10
362.76	144.20
363.14	145.30
363.51	144.70
363.88	146.10
364.26	146.60
364.63	145.90
365.00	146.50
365.38	147.30
365.75	148.20
366.12	147.00
366.50	148.00
366.87	148.80
367.24	148.50
367.62	149.10
367.99	150.60
368.36	150.50
368.74	149.10
369.11	151.60
369.48	151.40
369.86	152.60
370.23	152.50
370.60	151.90
370.97	152.80
371.35	152.60
371.72	153.60
372.09	154.90
372.47	155.20
372.84	154.60
373.21	154.40
373.58	156.30
373.96	155.70
374.33	156.50
374.70	156.30
375.07	155.30
375.45	155.10
375.82	157.30
376.19	160.90
376.56	159.70
376.94	161.30
377.31	161.20
377.68	160.90
378.05	161.40
378.43	162.20
378.80	162.50
379.17	162.70
379.54	165.00
379.92	165.40
380.29	164.40
380.66	166.00
381.03	167.90
381.40	168.00
381.78	170.50
382.15	170.60
382.52	171.80
382.89	172.30
383.26	173.80
383.63	172.90
384.01	174.20
384.38	175.70
384.75	176.60
385.12	177.30
385.49	179.80
385.86	180.70
386.24	181.40
386.61	184.00
386.98	183.00
387.35	185.50
387.72	185.30
388.09	187.00
388.46	189.70
388.84	189.00
389.21	190.80
389.58	190.80
389.95	192.50
390.32	195.00
390.69	195.50
391.06	196.20
391.43	197.70
391.81	201.80
392.18	200.50
392.55	200.00
392.92	203.40
393.29	207.60
393.66	207.50
394.03	206.60
394.40	209.20
394.77	208.80
395.14	208.60
395.51	211.80
395.88	215.60
396.25	213.80
396.63	216.00
397.00	219.60
397.37	219.50
397.74	223.40
398.11	222.10
398.48	225.60
398.85	227.70
399.22	225.80
399.59	229.40
399.96	232.10
400.33	232.10
400.70	234.40
401.07	238.10
401.44	237.60
401.81	243.30
402.18	244.90
402.55	243.20
402.92	246.40
403.29	252.30
403.66	249.30
404.03	252.30
404.40	256.00
404.77	255.80
405.14	262.50
405.51	262.10
405.88	263.00
406.25	266.40
406.62	267.50
406.99	269.30
407.36	277.40
407.73	275.60
408.10	279.60
408.47	280.80
408.84	279.50
409.20	285.00
409.57	286.70
409.94	292.30
410.31	289.10
410.68	288.50
411.05	292.60
411.42	298.60
411.79	300.50
412.16	301.90
412.53	305.70
412.90	309.50
413.27	303.50
413.63	316.10
414.00	317.10
414.37	320.40
414.74	316.10
415.11	322.40
415.48	321.60
415.85	327.80
416.22	327.60
416.59	329.90
416.95	328.90
417.32	336.60
417.69	338.50
418.06	343.80
418.43	345.10
418.80	340.50
419.17	353.00
419.53	337.90
419.90	351.70
420.27	358.20
420.64	357.10
421.01	362.60
421.38	360.00
421.74	361.60
422.11	368.80
422.48	379.40
422.85	372.80
423.22	372.00
423.58	386.10
423.95	374.40
424.32	387.20
424.69	393.00
425.06	390.10
425.42	397.10
425.79	398.40
426.16	405.60
426.53	407.20
426.89	402.90
427.26	418.50
427.63	411.20
428.00	416.30
428.36	423.40
428.73	424.20
429.10	437.20
429.47	437.00
429.83	442.70
430.20	441.10
430.57	454.80
430.94	448.90
431.30	454.50
431.67	468.00
432.04	457.80
432.41	471.50
432.77	465.40
433.14	480.60
433.51	489.80
433.87	479.40
434.24	483.50
434.61	487.60
434.97	488.80
435.34	504.50
435.71	511.50
436.08	515.30
436.44	515.40
436.81	525.90
437.18	521.10
437.54	528.10
437.91	529.60
438.28	532.40
438.64	542.50
439.01	557.00
439.38	554.00
439.74	559.50
440.11	549.00
440.47	568.00
440.84	576.00
441.21	573.80
441.57	580.10
441.94	582.20
442.31	578.30
442.67	583.40
443.04	604.20
443.40	593.70
443.77	592.10
444.14	598.50
444.50	618.20
444.87	615.10
445.23	615.40
445.60	626.60
445.97	623.30
446.33	631.40
446.70	638.80
447.06	625.30
447.43	643.80
447.79	624.90
448.16	653.90
448.53	653.50
448.89	664.00
449.26	661.90
449.62	652.00
449.99	671.40
450.35	658.10
450.72	671.90
451.08	673.90
451.45	668.60
451.81	690.00
452.18	690.70
452.54	691.50
452.91	691.30
453.27	703.60
453.64	711.40
454.00	707.10
454.37	698.40
454.73	734.80
455.10	724.80
455.46	733.60
455.83	745.40
456.19	748.10
456.56	749.60
456.92	752.30
457.29	765.90
457.65	750.50
458.02	771.00
458.38	776.50
458.75	789.30
459.11	789.00
459.48	792.40
459.84	801.30
460.20	815.40
460.57	810.90
460.93	810.00
461.30	826.10
461.66	825.20
462.03	839.50
462.39	859.20
462.75	869.60
463.12	871.10
463.48	871.90
463.85	868.80
464.21	897.70
464.57	889.10
464.94	905.60
465.30	911.00
465.67	910.20
466.03	904.80
466.39	911.60
466.76	934.30
467.12	940.80
467.49	940.10
467.85	960.40
468.21	958.70
468.58	975.00
468.94	979.80
469.30	994.20
469.67	984.40
470.03	1003.00
470.39	1002.30
470.76	1008.00
471.12	1030.30
471.48	1037.20
471.85	1031.20
472.21	1035.80
472.57	1058.60
472.94	1060.20
473.30	1061.80
473.66	1066.00
474.03	1076.70
474.39	1092.70
474.75	1105.20
475.11	1089.40
475.48	1120.80
475.84	1127.80
476.20	1130.90
476.57	1148.30
476.93	1150.30
477.29	1154.00
477.65	1160.40
478.02	1175.40
478.38	1194.60
478.74	1198.20
479.10	1204.60
479.47	1208.40
479.83	1223.20
480.19	1233.80
480.55	1241.70
480.92	1246.70
481.28	1270.00
481.64	1269.20
482.00	1279.10
482.36	1296.10
482.73	1311.30
483.09	1319.40
483.45	1336.50
483.81	1353.80
484.17	1354.20
484.54	1371.10
484.90	1378.30
485.26	1372.10
485.62	1385.80
485.98	1392.60
486.35	1415.70
486.71	1428.20
487.07	1439.80
487.43	1457.40
487.79	1470.80
488.15	1475.40
488.52	1491.70
488.88	1502.50
489.24	1504.20
489.60	1518.50
489.96	1531.00
490.32	1552.50
490.68	1561.10
491.04	1571.30
491.41	1587.70
491.77	1595.90
492.13	1602.00
492.49	1623.80
492.85	1621.40
493.21	1648.70
493.57	1651.90
493.93	1665.60
494.29	1680.30
494.65	1690.20
495.02	1702.70
495.38	1715.20
495.74	1724.60
496.10	1735.10
496.46	1731.40
496.82	1755.60
497.18	1765.10
497.54	1787.00
497.90	1783.50
498.26	1799.30
498.62	1810.90
498.98	1818.90
499.34	1829.70
499.70	1826.00
500.06	1848.00
500.42	1851.30
500.78	1867.10
501.14	1873.70
501.50	1885.20
501.86	1895.20
502.22	1901.50
502.58	1909.20
502.94	1914.80
503.30	1933.00
503.66	1931.60
504.02	1942.60
504.38	1939.70
504.74	1950.20
505.10	1958.80
505.46	1966.30
505.82	1980.70
506.18	1982.70
506.54	1994.10
506.90	1983.90
507.26	1979.40
507.62	1990.30
507.98	2011.90
508.34	1993.30
508.70	1992.80
509.06	2018.00
509.42	2000.50
509.78	2020.70
510.14	2017.50
510.50	2027.20
510.85	2022.40
511.21	2033.00
511.57	2029.80
511.93	2043.90
512.29	2045.70
512.65	2046.20
513.01	2049.40
513.37	2054.20
513.73	2058.00
514.09	2055.30
