SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Nov 15 12:49:52 GMT 2022
User: sophysics
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G15921
Integration Time (usec): 10000 (USB2G15921)
Spectra Averaged: 10 (USB2G15921)
Boxcar Smoothing: 0 (USB2G15921)
Correct for Electrical Dark: No (USB2G15921)
Strobe/Lamp Enabled: No (USB2G15921)
Correct for Detector Non-linearity: No (USB2G15921)
Correct for Stray Light: No (USB2G15921)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.16	0.00
339.53	133.70
339.91	135.10
340.28	134.40
340.66	136.20
341.03	136.60
341.41	138.40
341.78	138.00
342.16	137.90
342.54	139.10
342.91	141.50
343.29	140.30
343.66	139.20
344.04	141.10
344.41	141.80
344.79	140.40
345.16	140.60
345.54	141.10
345.91	140.90
346.29	139.90
346.66	140.60
347.04	138.70
347.41	140.10
347.79	139.90
348.16	141.10
348.54	144.50
348.91	144.10
349.29	144.00
349.66	143.40
350.04	144.20
350.41	143.70
350.79	145.10
351.16	145.90
351.54	144.30
351.91	143.90
352.29	144.70
352.66	145.40
353.04	145.90
353.41	145.60
353.78	146.90
354.16	145.40
354.53	146.10
354.91	146.20
355.28	146.80
355.66	145.80
356.03	146.50
356.40	147.80
356.78	147.00
357.15	148.20
357.53	147.00
357.90	147.90
358.28	146.50
358.65	149.30
359.02	148.30
359.40	149.60
359.77	148.70
360.15	147.50
360.52	149.80
360.89	150.40
361.27	148.80
361.64	149.10
362.01	150.40
362.39	149.80
362.76	150.60
363.14	151.60
363.51	151.10
363.88	151.60
364.26	151.40
364.63	152.70
365.00	152.00
365.38	152.50
365.75	152.10
366.12	152.70
366.50	153.90
366.87	153.00
367.24	154.90
367.62	154.20
367.99	155.00
368.36	153.50
368.74	155.90
369.11	155.50
369.48	156.80
369.86	157.40
370.23	156.20
370.60	156.60
370.97	157.60
371.35	159.10
371.72	158.10
372.09	159.50
372.47	159.50
372.84	159.20
373.21	161.10
373.58	159.50
373.96	160.00
374.33	161.00
374.70	157.80
375.07	156.90
375.45	161.20
375.82	160.90
376.19	165.30
376.56	163.70
376.94	163.10
377.31	163.00
377.68	166.30
378.05	165.60
378.43	163.90
378.80	165.20
379.17	165.70
379.54	164.80
379.92	167.10
380.29	168.60
380.66	168.40
381.03	169.80
381.40	170.40
381.78	170.70
382.15	171.50
382.52	171.50
382.89	172.30
383.26	174.20
383.63	176.00
384.01	176.80
384.38	176.60
384.75	176.70
385.12	178.30
385.49	179.60
385.86	180.00
386.24	182.30
386.61	181.70
386.98	183.70
387.35	182.70
387.72	183.90
388.09	185.60
388.46	186.90
388.84	187.70
389.21	189.60
389.58	190.50
389.95	190.00
390.32	191.30
390.69	194.00
391.06	194.60
391.43	195.60
391.81	195.60
392.18	198.50
392.55	198.10
392.92	197.90
393.29	201.20
393.66	202.50
394.03	201.30
394.40	201.00
394.77	203.40
395.14	206.90
395.51	208.10
395.88	211.00
396.25	208.10
396.63	209.80
397.00	212.70
397.37	213.90
397.74	215.60
398.11	215.00
398.48	218.80
398.85	219.10
399.22	219.80
399.59	220.20
399.96	223.80
400.33	226.00
400.70	226.80
401.07	227.70
401.44	233.40
401.81	233.90
402.18	233.50
402.55	234.40
402.92	234.60
403.29	238.90
403.66	240.20
404.03	243.40
404.40	244.20
404.77	245.90
405.14	249.10
405.51	247.60
405.88	248.80
406.25	255.60
406.62	257.50
406.99	257.10
407.36	263.70
407.73	261.80
408.10	263.00
408.47	266.60
408.84	267.10
409.20	269.70
409.57	269.60
