wavelength (nm),air,water,glycerol,rhodaine-2pc
585.41,3033.8,3120.6,3544.6,134.5
585.76,3019,3110.9,3540.5,136.2
586.11,3064,3140.2,3577.1,137.7
586.46,3066.7,3146.6,3573.3,134.8
586.81,3072.3,3159.6,3586.5,136.4
587.16,3068.5,3160.9,3604.3,134.4
587.51,3085.2,3173.8,3618.3,134.1
587.86,3091.4,3186.5,3614.5,134.8
588.21,3096.3,3210.7,3631.9,135.3
588.56,3106.8,3211.8,3639.9,134.7
588.91,3100.8,3188.5,3620.8,135.8
589.26,3103.7,3196.6,3614.8,137
589.61,3113.1,3209,3634,136.9
589.96,3129.4,3227.6,3641,135.8
590.31,3137.9,3220.7,3667.3,137.4
590.66,3151.8,3250.6,3688.1,135.4
591.01,3132.6,3234.3,3684.4,136.7
591.36,3151,3250,3706.1,136
591.71,3130.1,3225.3,3682.2,135.6
592.06,3157.9,3263.2,3707.8,135.9
592.41,3178,3267.9,3684.6,136.3
592.76,3183,3250.5,3701.2,135.4
593.11,3189.8,3277.3,3713.6,135.8
593.46,3181.1,3272.4,3722.3,137.1
593.81,3190,3276.9,3720.6,135.2
594.16,3198.6,3279.1,3699.9,136.4
594.51,3213.6,3288.9,3724.5,136.5
594.86,3200.6,3293.5,3711.3,135.3
595.21,3203.6,3288,3724.7,135.7
595.56,3209.3,3279.2,3721.1,136.5
595.91,3212,3276.5,3717.3,137.1
596.26,3225.4,3299.5,3735.2,136.6
596.61,3219.1,3301.3,3735.9,135.8
596.96,3199.5,3293.2,3739.2,136
597.31,3191.2,3301.7,3762.4,136.5
597.66,3193,3297.8,3727.1,136.5
598.01,3196.9,3301.9,3736.9,137.3
598.36,3209.4,3302.7,3760.9,136.8
598.71,3201.7,3302.1,3747.1,136.6
599.05,3201.5,3303.8,3728.9,136.3
599.4,3204.8,3289.8,3742,135.8
599.75,3216.3,3319.2,3760.7,137.3
600.1,3214.3,3298.8,3754.8,135.6
600.45,3210.7,3297.2,3751.7,136.7
600.8,3213.9,3303.3,3716.4,136.8
601.15,3189.1,3298.2,3737.7,136.6
601.5,3199.9,3305.3,3746.6,136.8
601.85,3207.2,3306.2,3735.1,136
602.2,3192.8,3287.4,3724.5,136.9
602.54,3192,3293.5,3734.6,136.3
602.89,3180.1,3278.5,3735.2,135.9
603.24,3188.7,3282.9,3728.7,136.5
603.59,3181.1,3293.7,3731.3,136.8
603.94,3187.2,3278.5,3734.6,136.3
604.29,3191,3290.4,3747.8,137.6
604.64,3184.7,3271.2,3719.2,136.4
604.98,3189.4,3261.2,3709.1,136.2
605.33,3170.3,3264.5,3695.9,137.7
605.68,3183.7,3272.5,3702.9,136.2
606.03,3174.4,3267.3,3694,136
606.38,3159,3273.9,3687.2,135.5
606.73,3164.3,3268.5,3684.7,137.1
607.07,3151.1,3260.6,3702,137.2
607.42,3154,3246,3685.5,136.1
607.77,3131.6,3235,3663.6,136.8
608.12,3146.8,3251.6,3652.7,136.3
608.47,3141.1,3246.2,3678.1,138
608.82,3120.2,3242.6,3671.6,136.4
609.16,3135.6,3230.7,3660.4,138
609.51,3135.6,3222.3,3648.6,136.8
609.86,3124.6,3206.1,3639.8,137.8
610.21,3121.9,3220.1,3659.4,137.7
610.55,3111.7,3232.7,3647.7,138
610.9,3088.1,3219,3612.2,138.1
611.25,3100.6,3204.9,3616.2,137.5
611.6,3118.6,3201.2,3628.4,139.1
611.95,3095,3206.5,3628.7,140.1
612.29,3097.4,3204.5,3622.6,138.9
612.64,3093.7,3183.7,3619.2,139.6
612.99,3091.2,3192.3,3616.8,139.7
613.34,3104.5,3174.6,3636.9,140
613.68,3091.3,3181,3634.9,139.4
614.03,3058.9,3169.1,3606.5,141.1
614.38,3055.9,3152.7,3577.9,142.6
614.73,3058.6,3162.7,3557.8,143.6
615.07,3062.8,3155.1,3567.7,145.4
615.42,3087.1,3157.7,3567.4,145.1
615.77,3082.7,3159.8,3590.7,144.5
616.11,3061.9,3148.5,3566.3,146.3
616.46,3073,3157.9,3572,148.5
616.81,3057.6,3149.7,3575.1,150.4
617.16,3042.7,3130.6,3558,151.9
617.5,3033.6,3136.9,3529,152.2
617.85,3045.9,3140.1,3550,153.9
618.2,3034.2,3138.3,3540.4,155.8
618.54,3034.4,3132.2,3545.3,156.3
618.89,3037.3,3134.9,3545.8,160.3
619.24,3039.4,3137.8,3556.6,162.6
619.58,3031,3116.3,3544.6,163
619.93,3025.7,3118.4,3544.4,164.8
620.28,3022.6,3120.5,3552.2,167.6
620.62,3018.3,3115.2,3518.3,167.7
620.97,3021.7,3114.4,3508.2,172.3
621.32,3036.4,3096,3509.9,174
621.66,3029.5,3080.9,3504.1,175.7
622.01,3020,3082.3,3503.3,177.9
622.36,3005.2,3104.3,3515.5,179.3
622.7,3009.1,3103.1,3546.2,183.1
623.05,3008.3,3086,3528.8,186.3
623.39,3015.8,3106.3,3519.8,188
623.74,2997.1,3087.6,3500.7,190.5
624.09,2994.4,3093.7,3525.1,192.2
624.43,3009.5,3096.1,3522.2,195.5
624.78,2990.1,3104.2,3517.7,199.8
625.13,2983.9,3105.5,3515.5,200.3
625.47,2986.7,3104,3525.3,205.9
625.82,2988.8,3093.3,3500.9,207.9
626.16,3003.9,3083.3,3503.9,209.6
626.51,3008.6,3102.2,3519.4,211.6
626.85,2984.1,3082.7,3510.7,215.3
627.2,2997.8,3070.8,3505.8,215.6
627.55,2979.8,3072.3,3506.1,219
627.89,2997.5,3095.9,3502.6,222.2
628.24,2995.4,3093.8,3487.4,224
628.58,2982.8,3095,3486.8,226.4
628.93,3002.7,3117.6,3525.2,230.6
629.27,2988.9,3081.8,3499.6,231.3
629.62,3003.4,3092.3,3505.4,235.8
629.97,3018.9,3090,3505.8,234.3
630.31,3007.3,3070.9,3505.5,240.4
630.66,2990.6,3086.2,3504.6,240.7
631,2997.9,3086,3500.4,245.5
631.35,2974.4,3080.1,3491.7,246.8
631.69,2980.2,3092.7,3499.2,248.6
632.04,2982.6,3095.7,3503.1,249.8
632.38,2990.2,3086.1,3490.1,251.9
632.73,2986.2,3087.5,3511.9,252.7
633.07,3018.5,3089.5,3505.5,255.8
633.42,2999.2,3091.8,3493.3,256.7
633.76,3012.3,3092.3,3500.6,259.4
634.11,3008.2,3090,3518.7,261.1
634.45,3010.4,3109.7,3532.4,265.2
634.8,2993.5,3106.1,3515.6,263.9
635.14,2997.9,3094.8,3503.8,265.8
635.49,2994.9,3099.9,3507.3,269.6
635.83,3003.9,3093.3,3523.6,269.6
636.18,2995.3,3084.5,3510.7,270.7
636.52,3029.7,3111,3533.9,275.5
636.87,3033.7,3104.9,3527.9,277.2
637.21,3012.8,3095.7,3524.7,276.2
637.55,3023.1,3107.5,3517.9,277.5
637.9,3001.9,3116,3529.2,278.9
638.24,3011,3111.3,3534.4,281.8
638.59,3006.7,3107.7,3508.2,281.4
638.93,2992.5,3104.4,3537.9,285.6
639.28,3010.8,3108.5,3523.1,285.7
639.62,3018.5,3109.9,3505.1,286.2
639.96,3015.5,3118.3,3538,286.7
640.31,3005.7,3104.1,3530.4,290.3
640.65,3017.2,3116,3548,289.3
641,2990.2,3107.6,3529.1,292.3
641.34,2993.4,3118.7,3533.8,292
641.69,3007.7,3102.6,3501.5,293.4
642.03,3031.1,3109.1,3505.4,294.1
642.37,3025.3,3134.5,3527.3,296.2
642.72,3021.9,3113.5,3525.8,296.1
643.06,3034.2,3133.5,3572.8,300.4
643.4,3032.1,3120.9,3556.9,296.4
643.75,2996.4,3109.8,3547.9,298.9
644.09,3001.4,3111.9,3544,299.3
644.44,3035.8,3141.6,3544.4,299
644.78,3022.9,3117.4,3534.4,300.3
645.12,3007.4,3111.7,3511.9,299.9
645.47,3007.6,3135.7,3503.8,304.1
645.81,3013.9,3122.4,3481.3,303.8
646.15,3017.7,3126.3,3512.3,306.8
646.5,3027.5,3120.5,3524.8,305.1
646.84,3031.5,3119.6,3534.7,304.3
647.18,3027,3114.1,3531.2,303.6
647.53,3032.5,3124.4,3558.8,307
647.87,2998.3,3099.5,3515,305.6
648.21,3008.9,3111.3,3527,305.4
648.56,2997.4,3108.1,3507.7,306.1
648.9,3005.8,3117.2,3513.8,308.9
649.24,3035.3,3121.7,3558.2,311.1
649.59,2987.6,3088.7,3522.1,307.7
649.93,3005,3092,3518.3,308.6
650.27,3009.5,3109.2,3519.5,310.1
650.61,2991.9,3096,3512.5,308.8
650.96,2989.9,3104.5,3516.6,308.3
651.3,2975.4,3083.6,3527.1,307.9
651.64,2998.6,3083.4,3519.9,313
651.98,2987.3,3076.4,3512.4,310.2
652.33,2984.8,3082.2,3499.5,311.6
652.67,2964.2,3049.4,3470.4,307.8
653.01,2960.6,3083.8,3497.1,313.9
653.36,2955,3078.3,3495.6,310.3
653.7,2951.2,3066.9,3484,311.2
654.04,2953.2,3057.2,3463,313
654.38,2952.4,3074.1,3473.8,312.3
654.72,2923,3055.2,3424.8,311.1
655.07,2946.7,3062.4,3437.3,311.9
655.41,2950.4,3039.8,3446,309.6
655.75,2949.6,3041.1,3434.3,310.9
656.09,2938,3007.4,3446.8,313.5
656.44,2917.2,3008.3,3434.4,311.7
656.78,2935.8,3019,3436.6,310.4
657.12,2925.7,3032.2,3438.5,311.9
657.46,2912.4,3029.3,3403.1,309.9
657.8,2911,3029.4,3407.7,312.5
658.15,2918.7,3018,3403.9,309.6
658.49,2911.1,2997.5,3393.9,311.3
658.83,2904.6,3002,3389.4,310
659.17,2887.6,2982.1,3387.7,310.7
659.51,2905.8,2985.2,3417.7,311.9
659.86,2889,2969.9,3380.1,306.2
660.2,2895.5,2960.6,3371.6,309.9
660.54,2875.1,2942.8,3341.6,307.9
660.88,2848.1,2930.4,3366.3,309.4
661.22,2864.4,2942.2,3356,306.7
661.56,2839.2,2945.2,3320.8,308.7
661.9,2842.2,2921.8,3305,307.9
662.25,2826.2,2926.8,3303.1,308.2
662.59,2823.9,2913.7,3322.8,307.8
662.93,2816.6,2908.6,3312.7,310
663.27,2823,2907.7,3297.9,307.7
663.61,2790.6,2883.2,3287.9,306.6
663.95,2785.1,2899.9,3297.1,305.4
664.29,2792,2899.5,3293.3,307.2
664.63,2794,2889.6,3273.5,305.4
664.98,2776.2,2890.7,3270.2,306.1
665.32,2770,2853.4,3263.7,304.9
665.66,2756.4,2847.3,3252.6,304.1
666,2744.1,2851.4,3232.3,306.2
666.34,2732.4,2852.3,3220.8,305.2
666.68,2731.1,2849.1,3203.3,306.2
667.02,2728.1,2844.9,3194.7,308.4
667.36,2714.4,2830.7,3204.3,304.9
667.7,2706.3,2818.1,3210.7,304.4
668.04,2702.7,2805.9,3201.3,303.2
668.38,2692.3,2796.7,3201.8,304.1
668.72,2686.1,2790.7,3203.9,304.4
669.06,2696.1,2782.2,3177.1,302.1
669.4,2694.5,2758.2,3180.4,301.2
669.75,2677.9,2757.9,3159,297.5
670.09,2675.2,2762.7,3132.5,299.9
670.43,2667.4,2755.1,3137.5,299.6
670.77,2652.4,2758.7,3150.2,299.1
671.11,2655.7,2759.2,3151,299.1
671.45,2647.2,2746.7,3129.1,297.1
671.79,2651.1,2743,3111.3,298.7
672.13,2640.1,2730.3,3099.9,297.3
672.47,2621.5,2713.9,3071.4,294.9
672.81,2617.3,2713.1,3065.6,295.8
673.15,2600.6,2703.9,3051.4,296.8
673.49,2591.9,2721.1,3057.9,296.9
673.83,2598,2687.9,3044.6,295.4
674.17,2589,2670.4,3040.7,292.8
674.51,2592.2,2689.3,3056.3,292.7
674.85,2561.2,2657.4,3016.2,293.3
675.19,2542.6,2655.4,3002.9,294.3
675.53,2558.5,2660.2,3019.8,292.5
675.87,2523.3,2646.6,3001.7,294
676.2,2531.3,2637.9,2994.7,292.5
676.54,2544.4,2638.6,3004.1,293.5
676.88,2528.3,2619.6,2973.4,290.1
677.22,2514,2606.6,2978.5,291.5
677.56,2517.4,2611.9,2988.8,292.6
677.9,2509.7,2599.1,2990.8,289.2
678.24,2503.8,2585.6,2962.8,290.2
678.58,2503.7,2596.3,2946.3,291
678.92,2509.5,2589.3,2935.4,291.1
679.26,2486.4,2575.3,2935,290.8
679.6,2466.4,2572.5,2914,287.6
679.94,2460.6,2578.2,2910.6,288.8
680.28,2465.2,2567.3,2922.2,289.1
680.62,2453.1,2573.9,2929,287.7
680.95,2427.7,2563.6,2885.9,286.8
681.29,2442.7,2566.7,2888.3,287.9
681.63,2450.9,2559.9,2889.1,286.9
681.97,2438,2545,2884.7,287.7
682.31,2451.5,2545.6,2888.2,286.5
682.65,2432.6,2534.1,2865,283.8
682.99,2424.6,2522.3,2851.4,284.4
683.33,2419.7,2534.6,2853.6,286
683.66,2420,2533.5,2851.6,286.9
684,2426,2526.9,2850.9,284.2
684.34,2415,2495.1,2838.4,284.2
684.68,2413.2,2494.1,2848,285.1
685.02,2393.1,2485.4,2815.1,281.5
685.36,2394.7,2494.1,2812.7,281
685.7,2377.5,2476.2,2792.7,281.3
686.03,2397.2,2479.8,2803.1,282
686.37,2397.5,2485.9,2800.8,282.1
686.71,2363.9,2477.5,2760.6,284.7
687.05,2381.5,2481.2,2784.6,280.7
687.39,2375.1,2480.8,2799.3,282.7
687.72,2366.4,2459.3,2793,282.8
688.06,2373.6,2452,2791.7,279.9
688.4,2381.7,2439.6,2780.5,281
688.74,2381.4,2439.1,2781.2,279.6
689.08,2339,2438.3,2748.2,279.6
689.41,2333.4,2436.2,2775.8,278.5
689.75,2323.6,2439.5,2774.5,281.3
690.09,2330.7,2430.1,2765.4,279.9
690.43,2344.7,2436.1,2765.1,280.1
690.77,2341.1,2435.8,2753.2,279.3
691.1,2343.4,2431.9,2754,280.9
691.44,2335.8,2422.2,2763.7,281.6
691.78,2308.6,2401.4,2759,275.9
692.12,2316.8,2430.9,2747.5,280.4
692.45,2333.8,2420.4,2759.2,281.3
692.79,2321.5,2403.6,2737.4,281.5
693.13,2322.5,2413.8,2729.2,280.1
693.46,2315.4,2422.1,2732.1,277.8
693.8,2301.8,2402.2,2702,275.8
694.14,2307.5,2408.6,2712.9,277.6
694.48,2299.4,2388.7,2708.4,277.1
694.81,2312.3,2391.1,2712.6,278.5
695.15,2308.7,2383,2727.1,277.7
695.49,2307.6,2378.6,2714.1,279.7
695.82,2287,2368.9,2673.1,278.5
696.16,2299.6,2393.8,2701.6,277.9
696.5,2288,2414.7,2702.7,279.5
696.84,2271.6,2386.2,2678.9,277.1
697.17,2275.5,2387.1,2700.5,275.9
697.51,2284.7,2389.4,2727.4,276
697.85,2270.1,2383.1,2705.7,277.1
698.18,2273.5,2379.5,2707.7,276.8
698.52,2272.9,2376,2682.7,275.5
698.86,2288.1,2382.1,2708.2,277.7
699.19,2280,2343.8,2687,277.5
699.53,2275.9,2347.6,2680.6,278
699.87,2287,2374.3,2690.3,278.7
700.2,2275.1,2383.4,2680.9,280.4
700.54,2253.1,2359.1,2672,276.2
700.87,2272.2,2379.1,2687.8,278.4
701.21,2258.4,2362.8,2668,275.6
701.55,2270.7,2363.9,2678,277.8
701.88,2268.9,2362.7,2685.4,278.6
702.22,2261.8,2341.9,2657.8,276
702.56,2262,2356.5,2678.2,277.9
702.89,2250,2349.4,2643.5,274.1
703.23,2259.7,2347.4,2661.8,276.5
703.56,2267.6,2353.9,2675.3,275.9
703.9,2251.8,2352.7,2675.6,274.6
704.23,2266.9,2345.3,2669.4,275.2
704.57,2277.4,2342.8,2667.3,275.3
704.91,2272.5,2348.3,2694.8,273.2
705.24,2253.6,2356.9,2694,273.1
705.58,2252.7,2346.5,2696.7,273.3
705.91,2263.5,2337.3,2686.3,275.6
706.25,2267.2,2335.2,2677.8,274.3
706.58,2253.2,2332.5,2653.4,275.2
706.92,2246.4,2324.2,2656.4,274.3
707.26,2253.1,2325.2,2692.5,274.4
707.59,2229.3,2334.7,2679.9,276.8
707.93,2239.6,2332.6,2665.5,274.4
708.26,2227,2321.9,2644.6,271.4
708.6,2245.3,2325.7,2637.5,274.4
708.93,2244.7,2318.7,2659.6,275.8
709.27,2234,2312.6,2648.8,271.7
709.6,2227.7,2307.2,2633.8,270.8
709.94,2242.7,2319.2,2632.6,276.7
710.27,2236,2327.2,2618.3,274.5
710.61,2235.7,2323.8,2614.4,273.9
710.94,2230.2,2322.3,2635.3,272.1
711.28,2231,2323.6,2646.5,274.6
711.61,2220.2,2310.3,2633.3,276.2
711.95,2213.7,2308.3,2624.9,272.4
712.28,2223.4,2341.6,2643.8,272
712.62,2216.8,2318.7,2626.7,272.4
712.95,2218.8,2319.3,2631,274.7
713.29,2225.1,2322.7,2652.2,273.6
713.62,2197.5,2303.9,2618.6,269.2
713.96,2223.9,2318.8,2621.2,273.2
714.29,2216.5,2312.1,2612.8,272.1
714.62,2200.8,2306.5,2596.9,271.9
714.96,2212.1,2306.3,2601.1,272.6
715.29,2210.2,2292.1,2595.6,272.8
715.63,2204.4,2275.5,2604.2,272.6
715.96,2194.3,2284.7,2615.8,272.3
716.3,2194.9,2281.1,2630.9,269.7
716.63,2198,2278.4,2625.2,272.4
716.96,2189.2,2270.4,2606.1,272.6
717.3,2192.5,2263,2594.7,272.6
717.63,2188.4,2273.7,2591.3,272.6
717.97,2181,2276.4,2608.9,272.3
718.3,2171.2,2274.7,2592.8,267.2
718.63,2171.2,2260.8,2581.9,270
718.97,2162.1,2245.7,2576.4,269.6
719.3,2171.3,2263.3,2585.8,269.3
719.64,2161.5,2252.6,2563.6,269.8
719.97,2168.4,2238.2,2563.5,271.9
720.3,2177.1,2248.7,2555.5,269.3
720.64,2168.8,2238.8,2555.3,270.1
720.97,2163.8,2241.8,2546.3,272.2
721.3,2158.3,2238.1,2549.9,270.3
721.64,2158.9,2232.4,2534,267.3
721.97,2161.5,2244.6,2534.6,267.9
722.3,2141.7,2237.4,2514.5,269.6
722.64,2150.2,2240.2,2512.6,268.8
722.97,2141.9,2215.3,2506.6,268
723.3,2120.5,2186.3,2495.4,265.8
723.64,2129.6,2185,2506.9,268
723.97,2115.5,2190.4,2521.4,266.9
724.3,2131.3,2184.6,2523.7,266.8
724.64,2115.3,2180.1,2491.3,265.4
724.97,2118.3,2172.1,2477.6,267.4
725.3,2104.7,2185.7,2465.9,265.4
725.64,2101.1,2180.3,2466.4,264.8
725.97,2102.5,2161,2466.6,264.6
726.3,2104.6,2174.2,2483.8,264.3
726.63,2082.6,2136.4,2447.4,261.5
726.97,2074.2,2130,2466.8,264.7
727.3,2093.8,2136.8,2478.9,263.7
727.63,2078.1,2139.5,2471.4,262.8
727.97,2068.2,2140.3,2464.2,263.7
728.3,2077.1,2129.1,2453.8,263
728.63,2075.3,2130.5,2460.2,262.7
728.96,2057.3,2119.4,2426.6,260.7
729.3,2055.2,2107.5,2409.1,260.3
729.63,2028,2097.5,2394.1,259.4
729.96,2046.6,2101.5,2413.9,261.7
730.29,2051.4,2109.4,2425.2,258.8
730.62,2047.1,2112.2,2403.6,259.4
730.96,2000.8,2071.2,2353.6,257.7
731.29,2035.1,2083.2,2378.7,256.4
731.62,2023.9,2056.1,2348.7,256.1
731.95,2023.6,2079.4,2363.6,259.5
732.28,2012.7,2049,2343.5,256.1
732.62,2017.1,2050.6,2335.1,255.6
732.95,1991.4,2063.7,2331.3,255.9
733.28,1969,2029.8,2298.7,255.3
733.61,1967.1,2022.5,2289.5,254.4
733.94,1971.5,2035.2,2307.6,254.1
734.28,1973.4,2026.9,2314.3,254.8
734.61,1964.5,2022.4,2301.9,256.2
734.94,1957.8,2013,2281.5,254.6
735.27,1948.3,1999.9,2243.5,253.9
735.6,1948.6,1981,2224.4,252.1
735.93,1945.2,1979.4,2245,252
736.27,1919.8,1961.5,2237.9,251
736.6,1903,1957.4,2234,248.7
736.93,1905.5,1952.4,2230.9,251.3
737.26,1895.7,1957.5,2222.4,251.8
737.59,1898.9,1951,2218.7,250.2
737.92,1897.7,1929.2,2196.4,249.7
738.25,1877.7,1942.8,2202.9,250.6
738.58,1859.5,1935.1,2188.4,248.6
738.92,1864.1,1918,2174.1,249
739.25,1868,1912,2160.2,247.5
739.58,1874.2,1902,2169.6,250.6
739.91,1845,1881.5,2154.2,247.4
740.24,1824.6,1870.1,2139.1,245
740.57,1845.3,1877.1,2146.5,245.5
740.9,1847.5,1882.3,2140.7,244.4
741.23,1828.1,1875.1,2109.7,244.8
741.56,1813.5,1862.3,2122.7,245.3
741.89,1803.6,1851,2130.3,245.3
742.22,1797.7,1846.3,2122.6,243.9
742.55,1814.6,1861.3,2129,245.5
742.89,1795.6,1841.7,2088,244.6
743.22,1791,1842.6,2069,241.5
743.55,1777.1,1827.3,2055.6,243.8
743.88,1773.7,1828.9,2058.7,242.7
744.21,1770.9,1820.5,2056.6,241.2
744.54,1765.7,1817.6,2044.6,241.3
744.87,1754.3,1798.6,2023.3,241.2
745.2,1746,1779.7,2031.4,240.4
745.53,1737.4,1766.9,2009.5,237.5
745.86,1732.2,1773.1,1990.3,236.3
746.19,1724.6,1770.6,1977.1,237.9
746.52,1714.7,1769.2,1986.8,236.9
746.85,1707.4,1753.7,1981,237.8
747.18,1696.6,1731.3,1969.3,237.5
747.51,1684.4,1719.9,1957.7,234.1
747.84,1680.4,1727.6,1952.3,236.5
748.17,1682.4,1718,1961.2,235.1
748.5,1677.7,1720.9,1944.1,234.8
748.83,1665.8,1724.1,1924.5,236.1
749.16,1661,1711.3,1908.9,233
749.49,1658.5,1694.8,1897.4,232.7
749.82,1647.7,1694.2,1916.3,233.4
750.14,1647.4,1677.2,1926.2,231.8
750.47,1639,1669,1907.8,232
750.8,1624.6,1660.9,1890.9,232.3
751.13,1639.2,1646.6,1884.6,231.4
751.46,1640.3,1642.5,1872,232.5
751.79,1631.4,1653.8,1880.1,230
752.12,1621.6,1644.8,1871.6,229.8
752.45,1598.8,1636.3,1851.7,230.5
752.78,1586.1,1636.6,1854.1,232.1
753.11,1583.6,1643.1,1861.8,228.2
753.44,1576.9,1622.6,1840.3,229.9
753.77,1569.6,1616.7,1825.8,227.6
754.1,1564,1605.5,1823,228.9
754.42,1563.2,1612.5,1812.6,228.1
754.75,1559.7,1596,1807.7,227.6
755.08,1543.4,1588.3,1795.4,227.1
755.41,1542.3,1580.1,1788.3,228.6
755.74,1541.4,1571.6,1778.2,226.1
756.07,1550.5,1582.1,1785.3,227.4
756.4,1542.2,1580.6,1790.3,225.5
756.72,1526.5,1568.9,1778.7,225.7
757.05,1515,1553.8,1750,224.4
757.38,1505,1549.3,1730,225.1
757.71,1515.8,1560.6,1735.2,222.9
758.04,1513.6,1557.7,1737,225.1
758.37,1489.8,1532.3,1731.5,224.7
758.7,1471.3,1520,1726.2,223.4
759.02,1478,1515.8,1713.9,223
759.35,1474.9,1527.3,1690.7,224.1
759.68,1466.8,1518.7,1685,221.9
760.01,1460,1507.3,1689.8,221.9
760.34,1471.4,1504.3,1689.1,222.8
760.66,1468.1,1501.9,1676.1,219.1
760.99,1456.6,1487.6,1663.4,220.2
761.32,1451.2,1499.1,1681.3,219.4
761.65,1451.4,1477.7,1674.5,220
761.98,1435.1,1482.1,1666.1,221
762.3,1440.2,1481.4,1664.1,217.2
762.63,1440.2,1466.8,1654.5,219.1
762.96,1445.4,1472.5,1662.3,218.4
763.29,1430.8,1455.3,1643.1,218.8
763.61,1418.7,1454.3,1638,218.9
763.94,1398.4,1450.8,1626,217.6
764.27,1418.4,1447.6,1619.8,218.2
764.6,1408.8,1440.4,1611.9,218.5
764.92,1397.1,1422.7,1588.9,217.1
765.25,1387.9,1421.5,1610.9,216.9
765.58,1386.4,1428,1595.9,216.6
765.91,1381,1420.8,1591.3,214
766.23,1384.2,1423.7,1594.9,215.5
766.56,1369.8,1408.5,1595.9,214.5
766.89,1371.2,1415.9,1607.1,214.6
767.21,1359.4,1410.5,1584.4,214.8
767.54,1346.2,1394.5,1565.2,212.9
767.87,1362.4,1406.6,1587.7,218.4
768.19,1354.7,1394.2,1586.5,215.4
768.52,1355.3,1391.6,1588.1,214.6
768.85,1351.1,1387.5,1577.2,214.4
769.17,1354.9,1381.9,1577.1,213.2
769.5,1342.6,1378,1551.2,213.7
769.83,1339.9,1376.9,1527.8,212.5
770.15,1332.7,1373.4,1531.9,212.7
770.48,1334.2,1378.8,1551,213.7
770.81,1325.3,1382.4,1550.3,212.7
771.13,1313.2,1362.4,1530.4,210
771.46,1316.6,1361.8,1550.5,214.2
771.79,1308.6,1357.5,1535.7,210.7
772.11,1302.6,1349.6,1529.7,211
772.44,1298,1330,1505.2,212.4
772.77,1299.8,1329.2,1494,211.3
773.09,1295,1336.7,1493.7,212.2
773.42,1274.7,1326.4,1473.4,208.8
773.74,1288.1,1345.1,1495.9,210.6
774.07,1276.9,1326.8,1485.8,208.5
774.4,1277.4,1326.5,1498.1,210.6
774.72,1275.2,1321.1,1505.5,210.1
775.05,1300.2,1323.1,1502.6,210.8
775.37,1283.7,1304.2,1491.8,211.2
775.7,1276.8,1308.9,1481.5,209.1
776.03,1272.3,1309.5,1464.7,209.8
776.35,1261.8,1297.5,1455.5,208.5
776.68,1270.4,1306.3,1464.1,209
777,1255.8,1300.1,1471.3,209
777.33,1254.9,1274.8,1456.2,208.4
777.65,1240.7,1274.1,1445.7,206.4
777.98,1246,1287.4,1460.4,207.6
778.3,1241.5,1285.1,1461.4,208.3
778.63,1223.1,1271.4,1424.4,208.4
778.96,1243.5,1286.3,1426,208.5
779.28,1236.9,1290.7,1414.4,208.8
779.61,1225.1,1267.4,1405.9,205.4
779.93,1222.1,1266.8,1416.6,206.8
780.26,1221.2,1268.7,1430.6,204.8
780.58,1217.5,1279,1434.6,206.2
780.91,1221,1275.9,1414.2,205.3
781.23,1216.1,1251.2,1410.6,204.8
781.56,1208.4,1244.5,1398.7,204.8
781.88,1207.6,1253.6,1419.3,206.6
782.21,1211.7,1249.1,1425.6,205.6
782.53,1208.3,1247.4,1418.2,204.3
782.86,1205.3,1242.5,1414.5,205.2
783.18,1199.2,1234.6,1402,203.6
783.5,1196.6,1221.5,1383.2,203.7
783.83,1197.7,1236.9,1391.4,205
784.15,1184.9,1209,1371.5,203.3
784.48,1187.2,1212.6,1376.9,202.7
784.8,1180.4,1215.4,1379.7,202.3
785.13,1170.9,1213,1382.3,204.8
785.45,1185.7,1209.9,1379.5,203.7
785.78,1167.7,1186.3,1365.1,205.3
786.1,1176.3,1204.6,1374.9,202.7
786.42,1168.5,1201.4,1367.6,202.1
786.75,1174.9,1192.4,1353.1,202.4
787.07,1179.4,1203.8,1350.3,201.7
787.4,1166,1187,1339.9,200.3
787.72,1158.8,1196.6,1349.6,202.2
788.04,1151.5,1191.5,1325.9,202.7
788.37,1149.9,1189.4,1317.1,202.4
788.69,1148.6,1181.8,1312.3,200.2
789.02,1137,1177,1313.7,201.1
789.34,1130.7,1183.7,1322.9,201.1
789.66,1134.7,1185.9,1332.6,200
789.99,1138.5,1190.4,1337.8,199.7
790.31,1130.5,1181.8,1320.2,200.4
790.63,1136.6,1184.2,1332.1,200.8
790.96,1135.9,1179.3,1317.8,197.9
791.28,1144.5,1183.8,1328.6,200.5
791.61,1132.5,1180.6,1317,198.9
791.93,1139.6,1188.4,1319.3,202.1
792.25,1138.3,1183.6,1310.5,201
792.58,1125.1,1168.8,1283.1,200.4
792.9,1130.1,1166.2,1292.5,201.2
793.22,1141.7,1175.6,1309.4,202.4
793.54,1135.8,1176.9,1297.6,200.2
793.87,1140.1,1167.4,1289.9,201.8
794.19,1135.5,1169.7,1291.3,201
794.51,1122.5,1167.6,1290.9,203
794.84,1117.8,1164.9,1296.4,201
795.16,1117.2,1174.4,1294.7,200.7
795.48,1112.3,1171.2,1295,200.8
795.81,1116.7,1164.7,1301.5,201
796.13,1140.5,1180.3,1315.9,201.2
796.45,1137.2,1175.9,1321,200.8
796.77,1129,1178.6,1336.5,201
