Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.00021250851400000004,59.09207786327179,8.643808266576731e-07,-4.1604657203687,2.12508514e-06,-3.6052,5.8945e-07,13213709.388535727,81616.46631460206
