Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,4.866340050000001e-10,3.646637407607559,1.467334198911555e-09,-0.09094541957174344,4.8663400500000005e-12,-0.0033605,1.4481e-09,59831798.649451554,60226548.87767847
