Pixel 1,
V (V),J (A/cm^2)
-4.9997,-6.2357e-05
-4.9009,-4.5041e-05
-4.8021,-3.2477e-05
-4.7029,-2.3373e-05
-4.6036,-1.6823e-05
-4.5041,-1.2107e-05
-4.3964,-8.5122e-06
-4.2988,-6.1868e-06
-4.2004,-4.4953e-06
-4.1016,-3.2692e-06
-4.0026,-2.3833e-06
-3.9029,-1.7404e-06
-3.8034,-1.2769e-06
-3.7038,-9.4151e-07
-3.604,-6.9783e-07
-3.5043,-5.2137e-07
-3.404,-3.9292e-07
-3.3041,-2.9912e-07
-3.2042,-2.3079e-07
-3.1045,-1.813e-07
-3.0043,-1.4413e-07
-2.9043,-1.1704e-07
-2.8043,-9.683e-08
-2.7042,-8.1866e-08
-2.6043,-7.0174e-08
-2.5041,-6.194e-08
-2.4041,-5.4749e-08
-2.3043,-4.9144e-08
-2.2043,-4.4635e-08
-2.1042,-4.0546e-08
-2.0039,-3.7394e-08
-1.9039,-3.4339e-08
-1.804,-3.1798e-08
-1.7043,-2.9204e-08
-1.6043,-2.6814e-08
-1.5039,-2.4958e-08
-1.4039,-2.2845e-08
-1.3039,-2.0759e-08
-1.204,-1.8899e-08
-1.1038,-1.7379e-08
-1.0039,-1.5316e-08
-0.9038,-1.357e-08
-0.80382,-1.1938e-08
-0.70383,-1.018e-08
-0.60338,-8.4669e-09
-0.50353,-6.9479e-09
-0.40358,-5.1981e-09
-0.30374,-3.5147e-09
-0.2037,-1.6904e-09
-0.10344,-1.1649e-10
-0.0033974,1.5116e-09
0.096481,3.3042e-09
0.19649,4.8129e-09
0.29674,6.529e-09
0.39652,8.2786e-09
0.49661,9.9366e-09
0.59654,1.157e-08
0.69678,1.3313e-08
0.79686,1.4991e-08
0.89691,1.6825e-08
0.99684,1.8624e-08
1.0967,2.0478e-08
1.1969,2.232e-08
1.2969,2.4008e-08
1.3969,2.5586e-08
1.4969,2.7392e-08
1.5972,2.9751e-08
1.6971,3.1672e-08
1.7968,3.365e-08
1.8968,3.5593e-08
1.9972,3.7128e-08
2.0973,3.9152e-08
2.1973,4.0979e-08
2.2974,4.2914e-08
2.3974,4.4673e-08
2.4974,4.6572e-08
2.5974,4.9153e-08
2.6973,5.1887e-08
2.7976,5.3121e-08
2.8976,5.5228e-08
2.9977,5.7233e-08
3.0975,5.9137e-08
3.1977,6.1412e-08
3.2978,6.3457e-08
3.3978,6.5494e-08
3.4977,6.7573e-08
3.5977,6.8597e-08
3.6983,7.1021e-08
3.7979,7.3137e-08
3.8979,7.5185e-08
3.998,7.7308e-08
4.0981,7.9478e-08
4.1982,8.1346e-08
4.2983,8.3548e-08
4.3982,8.5829e-08
4.4982,8.7994e-08
4.5983,9.0221e-08
4.6982,9.2336e-08
4.7982,9.5649e-08
4.8984,9.6544e-08
4.9984,9.97e-08
