Pixel 1,
V (V),J (A/cm^2)
-4.9998,-5.9773e-05
-4.9011,-4.3142e-05
-4.8022,-3.108e-05
-4.703,-2.2354e-05
-4.6037,-1.6083e-05
-4.5041,-1.1569e-05
-4.3967,-8.1409e-06
-4.299,-5.9153e-06
-4.2006,-4.2972e-06
-4.1017,-3.1248e-06
-4.0026,-2.2791e-06
-3.9029,-1.6644e-06
-3.8034,-1.2219e-06
-3.7039,-9.0318e-07
-3.604,-6.7105e-07
-3.5042,-5.0314e-07
-3.404,-3.7926e-07
-3.3041,-2.9004e-07
-3.2042,-2.261e-07
-3.1045,-1.7814e-07
-3.0043,-1.4285e-07
-2.9043,-1.1734e-07
-2.8043,-9.7697e-08
-2.7041,-8.3239e-08
-2.6043,-7.2029e-08
-2.504,-6.2475e-08
-2.4041,-5.4971e-08
-2.3042,-4.9625e-08
-2.2042,-4.5366e-08
-2.1041,-4.1738e-08
-2.0038,-3.8627e-08
-1.9039,-3.5638e-08
-1.804,-3.2742e-08
-1.7042,-3.0133e-08
-1.6042,-2.7931e-08
-1.5039,-2.5447e-08
-1.4039,-2.3436e-08
-1.3039,-2.15e-08
-1.204,-2e-08
-1.1037,-1.8129e-08
-1.0038,-1.644e-08
-0.90378,-1.4396e-08
-0.80382,-1.253e-08
-0.70378,-1.07e-08
-0.60337,-8.8526e-09
-0.50348,-7.2413e-09
-0.40355,-5.6159e-09
-0.30368,-3.8239e-09
-0.2037,-2.0803e-09
-0.10343,-3.6905e-10
-0.00337,1.4741e-09
0.09653,3.0239e-09
0.19648,4.6835e-09
0.29674,6.4186e-09
0.39657,8.1717e-09
0.49661,9.8755e-09
0.59653,1.1675e-08
0.6968,1.3619e-08
0.79692,1.5291e-08
0.89692,1.7167e-08
0.99685,1.889e-08
1.0967,2.079e-08
1.1969,2.2591e-08
1.2969,2.4409e-08
1.3969,2.6215e-08
1.4969,2.8094e-08
1.5972,3.0015e-08
1.6971,3.1886e-08
1.7968,3.3788e-08
1.8968,3.5677e-08
1.9972,3.7865e-08
2.0973,3.9634e-08
2.1973,4.1582e-08
2.2974,4.3056e-08
2.3974,4.5415e-08
2.4974,4.7586e-08
2.5974,4.9381e-08
2.6973,5.1273e-08
2.7976,5.3417e-08
2.8977,5.5296e-08
2.9977,5.7976e-08
3.0975,5.9471e-08
3.1978,6.0968e-08
3.2978,6.3901e-08
3.3978,6.5114e-08
3.4977,6.7564e-08
3.5977,7.0178e-08
3.6983,7.1537e-08
3.7979,7.4456e-08
3.8979,7.632e-08
3.998,7.7931e-08
4.0981,8.0163e-08
4.1982,8.2375e-08
4.2983,8.4354e-08
4.3981,8.6949e-08
4.4982,8.9578e-08
4.5982,9.2043e-08
4.6981,9.343e-08
4.7981,9.6191e-08
4.8984,9.8419e-08
4.9984,1.0078e-07
