Photodiode Current (A),Temperature (C)
-1.6644e-07,-272.4154185022026
-1.7638e-07,-272.40656387665194
-1.7787e-07,-272.3920704845815
-1.7054e-07,-272.41189427312776
-1.6774e-07,-272.4274008810572
-1.683e-07,-272.39541850220263
-1.6748e-07,-272.3891189427313
-1.6836e-07,-272.4113656387665
-1.6916e-07,-272.4153303964757
-1.7182e-07,-272.4070925110132
-1.9575e-07,-272.38480176211453
-1.8503e-07,-272.4025991189427
-1.818e-07,-272.41264317180617
-1.7825e-07,-272.4176211453744
-1.8134e-07,-272.3990748898678
-1.8157e-07,-272.41004405286344
-1.7695e-07,-272.4199118942731
-1.7791e-07,-272.38700440528635
-1.6861e-07,-272.39603524229074
-1.7894e-07,-272.4162555066079
