Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,5.13550984e-10,3.2471869761378724,1.6051087284331975e-09,-0.09853075550665359,5.13550984e-12,-0.0033974,1.5116e-09,59743631.62977041,59801041.60427068
