Pixel 1,
V (V),J (A/cm^2)
-5.0037,-0.00015249
-4.9038,-0.00011174
-4.7977,-7.982e-05
-4.6996,-5.8393e-05
-4.6012,-4.2607e-05
-4.5023,-3.1023e-05
-4.4027,-2.2548e-05
-4.3034,-1.6409e-05
-4.2038,-1.1944e-05
-4.0962,-8.5003e-06
-3.9986,-6.2479e-06
-3.8999,-4.584e-06
-3.8012,-3.3721e-06
-3.7022,-2.4847e-06
-3.6028,-1.8338e-06
-3.5033,-1.3577e-06
-3.4033,-1.0088e-06
-3.3036,-7.5332e-07
-3.2038,-5.6568e-07
-3.1042,-4.2881e-07
-3.004,-3.2758e-07
-2.904,-2.5289e-07
-2.8041,-1.9782e-07
-2.704,-1.571e-07
-2.6041,-1.27e-07
-2.5039,-1.0424e-07
-2.404,-8.7084e-08
-2.3042,-7.4024e-08
-2.2041,-6.4127e-08
-2.1041,-5.604e-08
-2.0037,-4.9536e-08
-1.9038,-4.4246e-08
-1.8038,-3.9834e-08
-1.7041,-3.6109e-08
-1.6041,-3.259e-08
-1.5038,-2.9452e-08
-1.4038,-2.6807e-08
-1.3038,-2.4261e-08
-1.2039,-2.1971e-08
-1.1037,-1.9698e-08
-1.0038,-1.7372e-08
-0.90365,-1.5452e-08
-0.8037,-1.3576e-08
-0.70371,-1.1743e-08
-0.60325,-9.6147e-09
-0.50338,-7.6685e-09
-0.40345,-5.803e-09
-0.30362,-3.8954e-09
-0.20361,-2.033e-09
-0.10333,-2.8738e-10
-0.0032794,1.5952e-09
0.09659,3.4967e-09
0.19658,5.3522e-09
0.29684,7.1925e-09
0.39664,8.8827e-09
0.49669,1.0804e-08
0.59664,1.2691e-08
0.69691,1.4532e-08
0.79696,1.6534e-08
0.897,1.8539e-08
0.99695,2.0433e-08
1.0968,2.2337e-08
1.197,2.445e-08
1.297,2.6464e-08
1.397,2.8297e-08
1.497,3.0378e-08
1.5974,3.3032e-08
1.6972,3.4613e-08
1.797,3.6906e-08
1.897,3.8925e-08
1.9973,4.0981e-08
2.0974,4.3225e-08
2.1974,4.5384e-08
2.2975,4.7511e-08
2.3975,4.9606e-08
2.4975,5.1745e-08
2.5975,5.3701e-08
2.6974,5.5882e-08
2.7977,5.8319e-08
2.8978,6.0989e-08
2.9978,6.3457e-08
3.0976,6.5857e-08
3.1979,6.8113e-08
3.2979,7.0548e-08
3.398,7.2711e-08
3.4978,7.5146e-08
3.5978,7.772e-08
3.6984,7.9467e-08
3.798,8.1377e-08
3.898,8.4096e-08
3.9981,8.6293e-08
4.0983,9e-08
4.1984,9.1621e-08
4.2984,9.3514e-08
4.3983,9.7128e-08
4.4983,9.9542e-08
4.5984,1.0488e-07
4.6983,1.0372e-07
4.7983,1.0673e-07
4.8986,1.0942e-07
4.9986,1.1158e-07
