Pixel 1,
V (V),J (A/cm^2)
-4.9993,-6.4976e-05
-4.9008,-4.6978e-05
-4.802,-3.39e-05
-4.7028,-2.4413e-05
-4.6036,-1.7582e-05
-4.504,-1.266e-05
-4.396,-8.8957e-06
-4.2985,-6.4692e-06
-4.2003,-4.7055e-06
-4.1014,-3.4227e-06
-4.0024,-2.4965e-06
-3.9028,-1.8251e-06
-3.8033,-1.3388e-06
-3.7038,-9.8722e-07
-3.604,-7.3241e-07
-3.5042,-5.4703e-07
-3.404,-4.1195e-07
-3.3041,-3.1385e-07
-3.2043,-2.4189e-07
-3.1045,-1.8974e-07
-3.0043,-1.5072e-07
-2.9043,-1.2232e-07
-2.8043,-1.0102e-07
-2.7042,-8.4967e-08
-2.6043,-7.3905e-08
-2.504,-6.37e-08
-2.4041,-5.6283e-08
-2.3042,-5.0604e-08
-2.2043,-4.5704e-08
-2.1041,-4.2537e-08
-2.0038,-3.8421e-08
-1.9039,-3.5215e-08
-1.8039,-3.2521e-08
-1.7042,-3.0015e-08
-1.6042,-2.8025e-08
-1.5039,-2.5225e-08
-1.4039,-2.3324e-08
-1.3039,-2.137e-08
-1.204,-1.9176e-08
-1.1037,-1.7487e-08
-1.0038,-1.5564e-08
-0.90376,-1.3807e-08
-0.8038,-1.2088e-08
-0.70377,-1.0419e-08
-0.60334,-8.6686e-09
-0.50348,-6.7796e-09
-0.40352,-5.1824e-09
-0.30369,-3.3507e-09
-0.20368,-1.8469e-09
-0.10337,-7.378e-11
-0.0033687,1.6538e-09
0.096519,3.3523e-09
0.19649,5.0505e-09
0.29676,6.6594e-09
0.39655,8.466e-09
0.49661,1.0115e-08
0.59652,1.1875e-08
0.69678,1.3646e-08
0.79687,1.5468e-08
0.89689,1.7451e-08
0.99684,1.8874e-08
1.0967,2.0687e-08
1.1969,2.2644e-08
1.2969,2.4272e-08
1.3969,2.6263e-08
1.4969,2.8367e-08
1.5972,3.0224e-08
1.6971,3.2115e-08
1.7968,3.3495e-08
1.8968,3.5552e-08
1.9972,3.739e-08
2.0973,3.9388e-08
2.1973,4.1761e-08
2.2974,4.3149e-08
2.3974,4.5219e-08
2.4974,4.7316e-08
2.5974,4.8982e-08
2.6973,5.1047e-08
2.7976,5.3107e-08
2.8977,5.6105e-08
2.9977,5.7286e-08
3.0975,5.8299e-08
3.1978,6.0473e-08
3.2978,6.2781e-08
3.3978,6.4256e-08
3.4977,6.6329e-08
3.5977,6.8452e-08
3.6983,7.1417e-08
3.7979,7.2719e-08
3.8979,7.4697e-08
3.9979,7.6835e-08
4.0982,7.9489e-08
4.1982,8.1023e-08
4.2983,8.4671e-08
4.3982,8.5396e-08
4.4983,8.776e-08
4.5983,9.1295e-08
4.6982,9.3585e-08
4.7982,9.4566e-08
4.8984,9.8432e-08
4.9985,1.0082e-07
