Pixel 1,
V (V),J (A/cm^2)
-4.9957,-0.00010495
-4.898,-7.6783e-05
-4.7999,-5.5962e-05
-4.7013,-4.0639e-05
-4.6024,-2.9479e-05
-4.5031,-2.1352e-05
-4.4034,-1.5448e-05
-4.3039,-1.12e-05
-4.1969,-7.9554e-06
-4.0989,-5.8163e-06
-4.0006,-4.2576e-06
-3.9014,-3.116e-06
-3.8022,-2.2882e-06
-3.703,-1.6846e-06
-3.6034,-1.2447e-06
-3.5038,-9.2362e-07
-3.4036,-6.8986e-07
-3.3038,-5.1934e-07
-3.204,-3.9542e-07
-3.1043,-3.0327e-07
-3.0042,-2.3524e-07
-2.9041,-1.8528e-07
-2.8041,-1.4874e-07
-2.704,-1.2125e-07
-2.6041,-1.0036e-07
-2.5039,-8.463e-08
-2.404,-7.296e-08
-2.3041,-6.3137e-08
-2.2041,-5.5899e-08
-2.104,-5.0153e-08
-2.0038,-4.5043e-08
-1.9038,-4.0807e-08
-1.8039,-3.7095e-08
-1.7041,-3.3801e-08
-1.6041,-3.098e-08
-1.5038,-2.8301e-08
-1.4038,-2.557e-08
-1.3038,-2.3119e-08
-1.2039,-2.1121e-08
-1.1036,-1.8948e-08
-1.0037,-1.6891e-08
-0.90366,-1.4967e-08
-0.80371,-1.2875e-08
-0.70368,-1.1152e-08
-0.60323,-9.2892e-09
-0.50337,-7.4366e-09
-0.40346,-5.6407e-09
-0.3036,-3.845e-09
-0.20356,-1.9632e-09
-0.10326,-1.7715e-10
-0.003249,1.6117e-09
0.096614,3.3661e-09
0.1966,5.2051e-09
0.29688,6.9216e-09
0.39665,8.6952e-09
0.49669,1.0434e-08
0.59663,1.2381e-08
0.69692,1.4214e-08
0.79701,1.6016e-08
0.897,1.7899e-08
0.99699,1.9751e-08
1.0968,2.146e-08
1.197,2.3418e-08
1.297,2.4993e-08
1.3971,2.718e-08
1.497,2.9132e-08
1.5973,3.3215e-08
1.6972,3.4075e-08
1.7969,3.6489e-08
1.897,3.821e-08
1.9974,4.0212e-08
2.0974,4.2561e-08
2.1974,4.3859e-08
2.2976,4.5713e-08
2.3975,4.8175e-08
2.4975,5.0072e-08
2.5975,5.2422e-08
2.6974,5.4961e-08
2.7978,5.6853e-08
2.8978,5.9051e-08
2.9978,6.1679e-08
3.0977,6.3596e-08
3.1979,6.5852e-08
3.298,6.7082e-08
3.398,6.8281e-08
3.4979,7.0442e-08
3.5979,7.2694e-08
3.6984,7.6325e-08
3.7981,7.7293e-08
3.8981,7.9661e-08
3.9981,8.4361e-08
4.0983,8.7468e-08
4.1984,9.214e-08
4.2984,9.2677e-08
4.3983,9.454e-08
4.4984,9.7361e-08
4.5984,9.3283e-08
4.6983,9.6854e-08
4.7983,9.8883e-08
4.8985,1.0317e-07
4.9986,1.0481e-07
