Photodiode Current (A),Temperature (C)
-1.8137e-07,-272.3329515418502
-1.8585e-07,-272.36035242290745
-1.8704e-07,-272.321718061674
-1.8333e-07,-272.3348017621145
-1.8668e-07,-272.33740088105725
-1.8007e-07,-272.32511013215856
-1.8601e-07,-272.3214096916299
-1.8815e-07,-272.37242290748895
-1.8396e-07,-272.34797356828193
-1.8421e-07,-272.3414537444934
-1.9837e-07,-272.38515418502203
-1.9732e-07,-272.38414096916296
-1.8515e-07,-272.3781497797357
-1.848e-07,-272.4015859030837
-1.8164e-07,-272.3766960352423
-1.8009e-07,-272.3770484581498
-1.8046e-07,-272.38480176211453
-1.7873e-07,-272.3739207048458
-1.759e-07,-272.38422907488984
-1.7693e-07,-272.4040528634361
