Photodiode Current (A),Temperature (C)
-1.1642e-07,-272.6369603524229
-1.164e-07,-272.63207048458145
-1.174e-07,-272.6419383259912
-1.1328e-07,-272.6361233480176
-1.1257e-07,-272.6508810572687
-1.1814e-07,-272.64718061674006
-1.1893e-07,-272.6437885462555
-1.1941e-07,-272.63462555066076
-1.1971e-07,-272.63814977973567
-1.1977e-07,-272.6137004405286
-1.4389e-07,-272.63022026431713
-1.3558e-07,-272.63788546255506
-1.366e-07,-272.6413656387665
-1.3235e-07,-272.6088105726872
-1.3296e-07,-272.6263436123348
-1.2371e-07,-272.65823788546254
-1.2683e-07,-272.63400881057265
-1.2245e-07,-272.64422907488984
-1.2614e-07,-272.63766519823787
-1.2666e-07,-272.6392511013216
