Photodiode Current (A),Temperature (C)
-9.808e-08,-272.7122114537445
-9.3014e-08,-272.700308370044
-9.2658e-08,-272.73581938325987
-9.605e-08,-272.71959030837
-1.0164e-07,-272.7091629955947
-1.0231e-07,-272.72133920704846
-9.7808e-08,-272.69726872246696
-1.0001e-07,-272.7111013215859
-9.963e-08,-272.7217092511013
-9.2093e-08,-272.73139207048456
-1.263e-07,-272.71350220264316
-1.1793e-07,-272.6992070484581
-1.2055e-07,-272.69616740088105
-1.2073e-07,-272.7025991189427
-1.114e-07,-272.68092511013214
-1.137e-07,-272.69303964757705
-1.0558e-07,-272.70603524229074
-1.052e-07,-272.7218942731277
-1.0704e-07,-272.6921145374449
-1.0886e-07,-272.69118942731274
