Pixel 1,
V (V),J (A/cm^2)
-4.9969,-9.1908e-05
-4.8989,-6.7004e-05
-4.8006,-4.8689e-05
-4.7018,-3.5269e-05
-4.6028,-2.5524e-05
-4.5034,-1.8447e-05
-4.4036,-1.3326e-05
-4.2955,-9.4021e-06
-4.198,-6.8645e-06
-4.0998,-5.0092e-06
-4.0012,-3.6607e-06
-3.9019,-2.6749e-06
-3.8026,-1.9624e-06
-3.7032,-1.4431e-06
-3.6036,-1.0667e-06
-3.5039,-7.9286e-07
-3.4038,-5.916e-07
-3.3039,-4.4543e-07
-3.2041,-3.3829e-07
-3.1044,-2.5982e-07
-3.0042,-2.0231e-07
-2.9042,-1.5972e-07
-2.8042,-1.2736e-07
-2.7041,-1.0465e-07
-2.6043,-8.7027e-08
-2.504,-7.3055e-08
-2.404,-6.5128e-08
-2.3042,-5.6855e-08
-2.2042,-5.0742e-08
-2.1041,-5.0008e-08
-2.0038,-4.0537e-08
-1.9039,-3.8062e-08
-1.8039,-3.4583e-08
-1.7042,-3.177e-08
-1.6042,-2.8978e-08
-1.5038,-2.6478e-08
-1.4038,-2.4652e-08
-1.3038,-2.2612e-08
-1.2039,-2.0565e-08
-1.1037,-1.8562e-08
-1.0038,-1.6529e-08
-0.90371,-1.459e-08
-0.80375,-1.2452e-08
-0.70375,-1.0502e-08
-0.60331,-8.8359e-09
-0.50344,-7.0188e-09
-0.40351,-5.3123e-09
-0.30365,-3.6916e-09
-0.20365,-1.8409e-09
-0.10334,-1.0837e-10
-0.0032802,1.536e-09
0.096561,3.224e-09
0.19659,4.6268e-09
0.2968,6.202e-09
0.3966,7.984e-09
0.49664,9.5321e-09
0.59659,1.137e-08
0.69688,1.3206e-08
0.79696,1.465e-08
0.89696,1.6569e-08
0.99687,1.8302e-08
1.0967,2.0199e-08
1.197,2.1965e-08
1.297,2.3904e-08
1.397,2.5874e-08
1.4969,2.7437e-08
1.5973,2.9228e-08
1.6971,3.1133e-08
1.7969,3.3158e-08
1.8969,3.4826e-08
1.9973,3.6853e-08
2.0973,3.877e-08
2.1973,4.0579e-08
2.2975,4.2476e-08
2.3975,4.4464e-08
2.4975,4.6233e-08
2.5975,4.8231e-08
2.6974,5.0281e-08
2.7977,5.2037e-08
2.8978,5.3508e-08
2.9978,5.6674e-08
3.0976,5.7396e-08
3.1978,5.9488e-08
3.2979,6.1488e-08
3.3979,6.3755e-08
3.4978,6.5566e-08
3.5978,6.7772e-08
3.6984,7.2128e-08
3.798,7.1955e-08
3.898,7.4099e-08
3.998,7.6309e-08
4.0983,8.0361e-08
4.1984,8.2051e-08
4.2984,8.4489e-08
4.3982,8.6597e-08
4.4984,8.8991e-08
4.5984,9.158e-08
4.6982,9.3756e-08
4.7983,9.8379e-08
4.8985,1.0406e-07
4.9985,1.0487e-07
