Pixel 1,
V (V),J (A/cm^2)
-4.9997,-6.1323e-05
-4.901,-4.4282e-05
-4.8022,-3.1919e-05
-4.7029,-2.2967e-05
-4.6036,-1.6528e-05
-4.504,-1.1892e-05
-4.3965,-8.3629e-06
-4.2989,-6.0794e-06
-4.2005,-4.4169e-06
-4.1016,-3.214e-06
-4.0026,-2.3447e-06
-3.9029,-1.7131e-06
-3.8034,-1.2565e-06
-3.7038,-9.2827e-07
-3.604,-6.8892e-07
-3.5042,-5.1531e-07
-3.404,-3.8805e-07
-3.3041,-2.9754e-07
-3.2043,-2.2998e-07
-3.1045,-1.8147e-07
-3.0043,-1.4517e-07
-2.9043,-1.1863e-07
-2.8043,-9.8819e-08
-2.7042,-8.3334e-08
-2.6043,-7.2056e-08
-2.504,-6.3366e-08
-2.4041,-5.55e-08
-2.3042,-4.9758e-08
-2.2043,-4.484e-08
-2.1042,-4.1443e-08
-2.0039,-3.8156e-08
-1.904,-3.4837e-08
-1.804,-3.2059e-08
-1.7043,-2.9745e-08
-1.6043,-2.6972e-08
-1.5039,-2.5226e-08
-1.404,-2.3108e-08
-1.3039,-2.1175e-08
-1.204,-1.9379e-08
-1.1038,-1.7484e-08
-1.0038,-1.542e-08
-0.90376,-1.3872e-08
-0.80385,-1.2178e-08
-0.70383,-1.0303e-08
-0.60337,-8.5976e-09
-0.50349,-6.9321e-09
-0.40359,-5.1993e-09
-0.30373,-3.5476e-09
-0.20372,-1.8153e-09
-0.10347,-1.1878e-10
-0.0034234,1.5867e-09
0.096477,3.2119e-09
0.1965,4.8646e-09
0.29674,6.6109e-09
0.39653,8.2117e-09
0.49659,9.9691e-09
0.59655,1.1623e-08
0.69679,1.3152e-08
0.7969,1.5044e-08
0.89688,1.6695e-08
0.99684,1.8596e-08
1.0967,2.0312e-08
1.1969,2.2186e-08
1.2969,2.3859e-08
1.3969,2.577e-08
1.4968,2.753e-08
1.5972,2.9532e-08
1.6971,3.1426e-08
1.7968,3.2892e-08
1.8969,3.4958e-08
1.9972,3.7013e-08
2.0973,3.8561e-08
2.1973,4.0907e-08
2.2974,4.2907e-08
2.3974,4.4713e-08
2.4974,4.7211e-08
2.5974,4.9297e-08
2.6973,5.0795e-08
2.7976,5.2937e-08
2.8977,5.5391e-08
2.9977,5.7359e-08
3.0975,5.9356e-08
3.1977,6.1145e-08
3.2978,6.3045e-08
3.3978,6.5336e-08
3.4977,6.7112e-08
3.5977,6.9659e-08
3.6983,7.0392e-08
3.7979,7.3121e-08
3.8979,7.4941e-08
3.998,7.7455e-08
4.0982,8.0915e-08
4.1982,8.1961e-08
4.2983,8.5551e-08
4.3982,8.7097e-08
4.4983,8.9131e-08
4.5983,9.1728e-08
4.6981,9.5798e-08
4.7981,9.7608e-08
4.8984,9.9727e-08
4.9984,1.0252e-07
