Pixel 1,
V (V),J (A/cm^2)
-4.9989,-7.0268e-05
-4.9004,-5.0888e-05
-4.8017,-3.678e-05
-4.7026,-2.6525e-05
-4.6034,-1.9123e-05
-4.5039,-1.3782e-05
-4.3952,-9.6653e-06
-4.2979,-7.0386e-06
-4.1998,-5.1205e-06
-4.1011,-3.7286e-06
-4.0022,-2.7224e-06
-3.9026,-1.9863e-06
-3.8032,-1.459e-06
-3.7037,-1.0754e-06
-3.6039,-7.9807e-07
-3.5042,-5.9582e-07
-3.404,-4.4851e-07
-3.3041,-3.4109e-07
-3.2042,-2.6181e-07
-3.1045,-2.0547e-07
-3.0043,-1.6255e-07
-2.9042,-1.3126e-07
-2.8042,-1.0828e-07
-2.7042,-9.1343e-08
-2.6043,-7.7962e-08
-2.5041,-6.799e-08
-2.4041,-5.9731e-08
-2.3043,-5.3348e-08
-2.2042,-4.8093e-08
-2.1041,-4.3941e-08
-2.0038,-3.9991e-08
-1.9039,-3.6944e-08
-1.804,-3.3767e-08
-1.7042,-3.0933e-08
-1.6043,-2.8103e-08
-1.5039,-2.5935e-08
-1.4039,-2.3871e-08
-1.3039,-2.1705e-08
-1.204,-1.9898e-08
-1.1037,-1.7908e-08
-1.0038,-1.6005e-08
-0.90378,-1.4191e-08
-0.80378,-1.2398e-08
-0.70381,-1.0835e-08
-0.60336,-9.105e-09
-0.50349,-7.2251e-09
-0.40351,-5.5517e-09
-0.30371,-3.9415e-09
-0.20368,-2.0666e-09
-0.10341,-5.0576e-10
-0.0033791,1.1209e-09
0.096508,2.8587e-09
0.19648,4.5462e-09
0.29673,6.3915e-09
0.39653,8.253e-09
0.49656,9.8972e-09
0.59649,1.2048e-08
0.69678,1.3505e-08
0.79685,1.5307e-08
0.8969,1.7195e-08
0.99683,1.8978e-08
1.0967,2.0784e-08
1.1969,2.2494e-08
1.2969,2.5053e-08
1.397,2.7157e-08
1.4969,2.893e-08
1.5973,3.0445e-08
1.6971,3.2734e-08
1.7968,3.4637e-08
1.8968,3.651e-08
1.9972,3.8471e-08
2.0973,4.068e-08
2.1972,4.2631e-08
2.2974,4.4612e-08
2.3974,4.6572e-08
2.4974,4.8165e-08
2.5974,5.0677e-08
2.6973,5.2701e-08
2.7976,5.5092e-08
2.8977,5.6617e-08
2.9977,5.8766e-08
3.0975,6.1381e-08
3.1978,6.315e-08
3.2978,6.5358e-08
3.3978,6.7347e-08
3.4977,6.9442e-08
3.5977,7.2943e-08
3.6983,7.4915e-08
3.7979,7.7504e-08
3.8979,7.9764e-08
3.998,8.1721e-08
4.0982,8.4112e-08
4.1982,8.5611e-08
4.2983,8.6349e-08
4.3982,9.0055e-08
4.4983,9.2414e-08
4.5983,9.4434e-08
4.6982,9.6955e-08
4.7982,9.8992e-08
4.8984,1.0177e-07
4.9985,1.0295e-07
