Pixel 1,
V (V),J (A/cm^2)
-4.9992,-6.6751e-05
-4.9006,-4.829e-05
-4.8019,-3.4864e-05
-4.7027,-2.5119e-05
-4.6035,-1.8095e-05
-4.5039,-1.3039e-05
-4.3957,-9.155e-06
-4.2982,-6.6596e-06
-4.2,-4.8443e-06
-4.1013,-3.5236e-06
-4.0023,-2.5714e-06
-3.9027,-1.8795e-06
-3.8033,-1.3784e-06
-3.7037,-1.0168e-06
-3.6039,-7.5346e-07
-3.5042,-5.6241e-07
-3.404,-4.2445e-07
-3.304,-3.2417e-07
-3.2042,-2.5011e-07
-3.1045,-1.9754e-07
-3.0043,-1.5612e-07
-2.9042,-1.2597e-07
-2.8043,-1.0629e-07
-2.7042,-8.9698e-08
-2.6043,-7.5889e-08
-2.504,-6.6281e-08
-2.4041,-5.8629e-08
-2.3042,-5.1672e-08
-2.2042,-4.765e-08
-2.1041,-4.3593e-08
-2.0038,-3.9677e-08
-1.9039,-3.6256e-08
-1.8039,-3.3773e-08
-1.7042,-3.0795e-08
-1.6042,-2.8464e-08
-1.5039,-2.5542e-08
-1.4039,-2.3574e-08
-1.3038,-2.1459e-08
-1.2039,-1.9779e-08
-1.1037,-1.7793e-08
-1.0038,-1.6267e-08
-0.90372,-1.4434e-08
-0.80379,-1.2609e-08
-0.70376,-1.0818e-08
-0.60332,-8.9474e-09
-0.50348,-7.4793e-09
-0.40351,-5.5763e-09
-0.30369,-3.8808e-09
-0.20367,-2.4258e-09
-0.10339,-5.5931e-10
-0.0033779,1.3278e-09
0.096532,2.8793e-09
0.19649,4.5658e-09
0.29675,6.3835e-09
0.39656,8.1159e-09
0.49664,9.9778e-09
0.59654,1.1572e-08
0.69681,1.3417e-08
0.7969,1.5103e-08
0.89695,1.7076e-08
0.99686,1.9002e-08
1.0967,2.0584e-08
1.1969,2.2031e-08
1.2969,2.4137e-08
1.397,2.6078e-08
1.4969,2.7788e-08
1.5973,2.9752e-08
1.6971,3.2054e-08
1.7969,3.3815e-08
1.8969,3.5681e-08
1.9972,3.7493e-08
2.0973,3.9331e-08
2.1973,4.1394e-08
2.2974,4.3381e-08
2.3974,4.5416e-08
2.4974,4.7337e-08
2.5974,4.9235e-08
2.6973,5.1218e-08
2.7977,5.3582e-08
2.8977,5.533e-08
2.9977,5.7767e-08
3.0976,5.9402e-08
3.1978,6.1094e-08
3.2978,6.3353e-08
3.3979,6.5305e-08
3.4977,6.7286e-08
3.5978,7.1274e-08
3.6983,7.15e-08
3.7979,7.3895e-08
3.898,7.5804e-08
3.998,7.9564e-08
4.0982,8.0319e-08
4.1983,8.4034e-08
4.2983,8.5238e-08
4.3982,8.783e-08
4.4983,8.8382e-08
4.5983,9.1658e-08
4.6982,9.251e-08
4.7982,9.9142e-08
4.8984,1.032e-07
4.9985,1.0418e-07
