Pixel 1,
V (V),J (A/cm^2)
-4.9979,-7.5612e-05
-4.9008,-4.0232e-05
-4.8027,-2.0705e-05
-4.7037,-9.1181e-06
-4.6014,-3.3434e-06
-4.5039,-7.4012e-07
-4.4046,2.7061e-07
-4.3051,6.8096e-07
-4.2052,7.4047e-07
-4.1052,8.1414e-07
-4.0053,8.2641e-07
-3.9049,8.0744e-07
-3.8051,8.5875e-07
-3.7051,8.7795e-07
-3.6051,8.505e-07
-3.5051,9.1239e-07
-3.4048,8.7823e-07
-3.3049,9.2448e-07
-3.205,9.4769e-07
-3.1052,9.1596e-07
-3.005,9.5901e-07
-2.905,9.8439e-07
-2.8049,9.6052e-07
-2.7048,9.9065e-07
-2.6049,1.0149e-06
-2.5047,9.8785e-07
-2.4048,1.0231e-06
-2.3049,1.0649e-06
-2.2049,1.0372e-06
-2.1049,1.0641e-06
-2.0046,1.1008e-06
-1.9046,1.08e-06
-1.8047,1.1022e-06
-1.705,1.1492e-06
-1.605,1.1314e-06
-1.5047,1.1517e-06
-1.4048,1.1987e-06
-1.3048,1.188e-06
-1.2049,1.1993e-06
-1.1047,1.2463e-06
-1.0048,1.2368e-06
-0.90471,1.2408e-06
-0.8048,1.29e-06
-0.70477,1.2806e-06
-0.60436,1.2764e-06
-0.50453,1.2986e-06
-0.40458,1.3302e-06
-0.30475,1.3209e-06
-0.20481,1.3663e-06
-0.10448,1.3607e-06
-0.0044476,1.3479e-06
0.09542,1.3875e-06
0.19542,1.3974e-06
0.29564,1.3829e-06
0.39534,1.4346e-06
0.49546,1.4084e-06
0.59533,1.4532e-06
0.69563,1.4685e-06
0.7957,1.4472e-06
0.89563,1.4839e-06
0.99563,1.4999e-06
1.0954,1.4821e-06
1.1956,1.5223e-06
1.2956,1.5547e-06
1.3956,1.5348e-06
1.4955,1.58e-06
1.5958,1.6235e-06
1.6957,1.6215e-06
1.7954,1.6419e-06
1.8953,1.7136e-06
1.9957,1.7079e-06
2.0957,1.7567e-06
2.1956,1.8236e-06
2.2957,1.8531e-06
2.3957,1.886e-06
2.4956,1.9846e-06
2.5955,2.0252e-06
2.6954,2.0611e-06
2.7956,2.1589e-06
2.8956,2.1951e-06
2.9956,2.2862e-06
3.0953,2.4136e-06
3.1955,2.4796e-06
3.2954,2.5734e-06
3.3953,2.7349e-06
3.495,2.8714e-06
3.5949,2.9691e-06
3.6953,3.1136e-06
3.7948,3.2837e-06
3.8947,3.4056e-06
3.9945,3.6551e-06
4.0945,3.8369e-06
4.1945,3.8643e-06
4.2943,4.2441e-06
4.394,4.3406e-06
4.4937,4.6472e-06
4.5936,4.845e-06
4.693,5.5497e-06
4.7925,5.7906e-06
4.8923,6.2521e-06
4.992,6.7674e-06
