Photodiode Current (A),Temperature (C)
1.2813e-06,-267.45484581497794
1.2537e-06,-267.5469162995594
1.3001e-06,-267.4632158590308
1.2586e-06,-267.4825991189427
1.2999e-06,-267.5218061674009
1.2581e-06,-267.4544052863436
1.3023e-06,-267.5676211453744
1.2661e-06,-267.4398678414097
1.2912e-06,-267.618281938326
1.2677e-06,-267.44471365638765
1.203e-06,-267.50022026431714
1.2501e-06,-267.57995594713657
1.2247e-06,-267.46762114537444
1.2619e-06,-267.60859030837
1.2439e-06,-267.4522026431718
1.2672e-06,-267.640308370044
1.2542e-06,-267.4314977973568
1.2649e-06,-267.61211453744494
1.2677e-06,-267.4284140969163
1.2648e-06,-267.60066079295154
