Pixel 1,
V (V),J (A/cm^2)
-4.9962,-8.8549e-06
-4.901,-3.7422e-06
-4.8036,-1.0488e-06
-4.7046,-3.9168e-08
-4.6051,3.7387e-07
-4.5052,4.3636e-07
-4.4049,4.6284e-07
-4.305,4.9451e-07
-4.2051,4.9805e-07
-4.1049,5.0293e-07
-4.0051,5.1076e-07
-3.9048,5.5835e-07
-3.8048,5.3844e-07
-3.7049,5.4553e-07
-3.6049,5.5458e-07
-3.5049,5.6899e-07
-3.4047,6.094e-07
-3.3047,6.0168e-07
-3.2048,6.1283e-07
-3.105,6.4494e-07
-3.0048,6.4156e-07
-2.9047,6.6209e-07
-2.8047,6.4813e-07
-2.7046,6.8089e-07
-2.6048,6.9138e-07
-2.5045,6.8682e-07
-2.4046,7.0093e-07
-2.3047,7.0881e-07
-2.2048,7.4627e-07
-2.1047,7.6186e-07
-2.0044,7.6318e-07
-1.9045,7.5695e-07
-1.8045,7.9541e-07
-1.7048,7.9843e-07
-1.6048,7.8672e-07
-1.5044,7.9933e-07
-1.4045,8.2099e-07
-1.3045,8.1951e-07
-1.2046,8.4218e-07
-1.1044,8.5032e-07
-1.0045,8.3985e-07
-0.90444,8.4482e-07
-0.8045,8.6133e-07
-0.70449,8.9135e-07
-0.60402,8.7619e-07
-0.50424,9.0665e-07
-0.40425,8.8776e-07
-0.30445,9.2025e-07
-0.20441,9.2558e-07
-0.10414,9.3671e-07
-0.004142,9.3711e-07
0.095722,9.5503e-07
0.1957,9.4708e-07
0.29595,9.6276e-07
0.39573,9.6703e-07
0.49575,9.9653e-07
0.59567,1.0052e-06
0.69593,1.0075e-06
0.79601,1.0332e-06
0.896,1.0636e-06
0.99595,1.0459e-06
1.0957,1.067e-06
1.1959,1.1015e-06
1.2958,1.1321e-06
1.3959,1.121e-06
1.4958,1.1478e-06
1.5961,1.2004e-06
1.696,1.2053e-06
1.7957,1.2505e-06
1.8957,1.2886e-06
1.996,1.2927e-06
2.096,1.3443e-06
2.1959,1.4064e-06
2.2961,1.4336e-06
2.3961,1.4428e-06
2.496,1.4921e-06
2.5959,1.588e-06
2.6957,1.6186e-06
2.796,1.6998e-06
2.896,1.8096e-06
2.9959,1.8228e-06
3.0956,1.9229e-06
3.1959,1.9806e-06
3.2958,2.0655e-06
3.3957,2.2238e-06
3.4954,2.3675e-06
3.5952,2.6886e-06
3.6956,2.6749e-06
3.7952,2.8295e-06
3.8951,2.8548e-06
3.9949,3.1091e-06
4.0949,3.2953e-06
4.1948,3.4698e-06
4.2947,3.7256e-06
4.3943,3.8916e-06
4.4944,3.8995e-06
4.5941,4.2072e-06
4.6935,4.5312e-06
4.7933,4.872e-06
4.8932,5.2022e-06
4.9931,5.2711e-06
