Pixel 1,
V (V),J (A/cm^2)
-4.9994,-5.9602e-05
-4.9017,-3.1036e-05
-4.8032,-1.5095e-05
-4.7039,-6.4852e-06
-4.6026,-1.9969e-06
-4.5044,-2.1508e-07
-4.4049,5.629e-07
-4.3052,7.1883e-07
-4.2052,7.5574e-07
-4.1051,7.9827e-07
-4.0053,7.9253e-07
-3.9049,8.0899e-07
-3.805,8.5296e-07
-3.7051,8.354e-07
-3.6052,8.9414e-07
-3.5052,8.9955e-07
-3.4049,8.7248e-07
-3.3049,9.1847e-07
-3.205,9.356e-07
-3.1052,9.0958e-07
-3.005,9.4704e-07
-2.9049,9.7703e-07
-2.8049,9.5828e-07
-2.7048,9.839e-07
-2.605,1.0249e-06
-2.5047,1.0003e-06
-2.4048,1.0135e-06
-2.305,1.0647e-06
-2.205,1.0431e-06
-2.1049,1.0525e-06
-2.0046,1.1026e-06
-1.9047,1.0962e-06
-1.8047,1.098e-06
-1.7051,1.1423e-06
-1.6051,1.151e-06
-1.5047,1.1457e-06
-1.4048,1.1909e-06
-1.3048,1.2179e-06
-1.2049,1.195e-06
-1.1047,1.2306e-06
-1.0048,1.2608e-06
-0.90469,1.2457e-06
-0.80479,1.2631e-06
-0.70479,1.3026e-06
-0.60437,1.2844e-06
-0.50453,1.2927e-06
-0.4046,1.3347e-06
-0.30474,1.3236e-06
-0.20479,1.3519e-06
-0.1045,1.3624e-06
-0.0044954,1.3498e-06
0.095351,1.3952e-06
0.19536,1.4033e-06
0.29562,1.3905e-06
0.39537,1.4375e-06
0.49544,1.4504e-06
0.5953,1.4425e-06
0.69555,1.4812e-06
0.79562,1.5141e-06
0.89565,1.4906e-06
0.99554,1.5052e-06
1.0953,1.5557e-06
1.1956,1.5305e-06
1.2955,1.5571e-06
1.3956,1.6008e-06
1.4955,1.5967e-06
1.5958,1.606e-06
1.6957,1.6576e-06
1.7954,1.6717e-06
1.8954,1.6886e-06
1.9957,1.7519e-06
2.0957,1.7946e-06
2.1957,1.8243e-06
2.2957,1.8596e-06
2.3957,1.9336e-06
2.4956,1.9557e-06
2.5955,2.0097e-06
2.6953,2.0988e-06
2.7957,2.1074e-06
2.8956,2.224e-06
2.9955,2.2875e-06
3.0953,2.3614e-06
3.1954,2.4965e-06
3.2954,2.5947e-06
3.3953,2.6802e-06
3.4951,2.7795e-06
3.5949,2.989e-06
3.6953,3.1197e-06
3.7948,3.3144e-06
3.8947,3.4994e-06
3.9945,3.5997e-06
4.0945,3.7786e-06
4.1944,3.989e-06
4.2942,4.172e-06
4.3939,4.3119e-06
4.4936,4.8983e-06
4.5931,5.246e-06
4.6926,5.6529e-06
4.7925,5.918e-06
4.8922,6.2559e-06
4.9923,6.2159e-06
