Pixel 1,
V (V),J (A/cm^2)
-5.0028,-2.1226e-05
-4.9036,-9.6405e-06
-4.801,-3.5964e-06
-4.7036,-9.3185e-07
-4.6049,2.1865e-07
-4.5051,5.1583e-07
-4.405,6.3091e-07
-4.3051,6.6601e-07
-4.2051,6.5429e-07
-4.105,6.9091e-07
-4.0052,7.1342e-07
-3.9048,6.9526e-07
-3.8049,7.2661e-07
-3.705,7.553e-07
-3.605,7.2964e-07
-3.505,7.4311e-07
-3.4047,7.8606e-07
-3.3047,7.6597e-07
-3.2049,7.938e-07
-3.1051,8.171e-07
-3.0048,8.0636e-07
-2.9048,8.2272e-07
-2.8048,8.6891e-07
-2.7047,8.4944e-07
-2.6048,8.7182e-07
-2.5046,9.0512e-07
-2.4046,8.9178e-07
-2.3048,8.948e-07
-2.2048,9.4131e-07
-2.1047,9.3516e-07
-2.0044,9.3203e-07
-1.9046,9.8625e-07
-1.8046,9.8656e-07
-1.7049,9.8625e-07
-1.605,1.0365e-06
-1.5046,1.0391e-06
-1.4046,1.0357e-06
-1.3046,1.0772e-06
-1.2047,1.0809e-06
-1.1045,1.0662e-06
-1.0046,1.1112e-06
-0.90455,1.1178e-06
-0.80461,1.1083e-06
-0.70466,1.1384e-06
-0.60422,1.1512e-06
-0.50432,1.137e-06
-0.40446,1.1682e-06
-0.30458,1.1868e-06
-0.20459,1.1653e-06
-0.10434,1.1964e-06
-0.0043513,1.2173e-06
0.09559,1.1896e-06
0.19553,1.2205e-06
0.29578,1.2296e-06
0.39557,1.2327e-06
0.4956,1.2501e-06
0.5955,1.2844e-06
0.69579,1.2782e-06
0.79582,1.2923e-06
0.89583,1.3296e-06
0.99575,1.3146e-06
1.0955,1.3328e-06
1.1958,1.3792e-06
1.2957,1.3745e-06
1.3957,1.3979e-06
1.4956,1.442e-06
1.596,1.4496e-06
1.6958,1.4685e-06
1.7955,1.5286e-06
1.8955,1.5344e-06
1.9958,1.5497e-06
2.0958,1.6156e-06
2.1958,1.6506e-06
2.2959,1.6789e-06
2.3958,1.7305e-06
2.4958,1.8321e-06
2.5957,1.8663e-06
2.6955,1.9366e-06
2.7958,2.0315e-06
2.8957,2.0917e-06
2.9956,2.215e-06
3.0954,2.3336e-06
3.1955,2.4271e-06
3.2954,2.581e-06
3.3953,2.6901e-06
3.4951,2.7946e-06
3.5949,2.9724e-06
3.6954,3.1025e-06
3.7948,3.3012e-06
3.8945,3.6217e-06
3.9944,3.7703e-06
4.0943,4.0127e-06
4.1942,4.2291e-06
4.294,4.3153e-06
4.3937,4.664e-06
4.4934,4.884e-06
4.593,5.4996e-06
4.6924,5.7466e-06
4.7922,5.9557e-06
4.8923,6.096e-06
4.9919,6.709e-06
