Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.000249268195,50.73679488954063,1.0517846483449786e-06,-4.6710768495475605,2.4926819500000002e-06,-4.205,5.9279e-07,12574223.850126198,47205.589501253686
