Photodiode Current (A),Temperature (C)
1.3063e-06,-267.213436123348
1.3565e-06,-267.29361233480176
1.3157e-06,-267.2984581497797
1.3556e-06,-267.2812775330396
1.3106e-06,-267.39493392070483
1.344e-06,-267.24251101321585
1.3149e-06,-267.3940528634361
1.3299e-06,-267.22841409691625
1.3247e-06,-267.45396475770923
1.322e-06,-267.28656387665194
1.3052e-06,-267.29933920704843
1.316e-06,-267.2517621145374
1.3022e-06,-267.35264317180616
1.3358e-06,-267.17290748898677
1.2952e-06,-267.3649779735683
1.3458e-06,-267.186563876652
1.3115e-06,-267.36145374449336
1.3522e-06,-267.213436123348
1.3527e-06,-267.33854625550657
1.3078e-06,-267.2381057268722
