Pixel 1,
V (V),J (A/cm^2)
-5.0016,-3.5505e-05
-4.903,-1.8426e-05
-4.8039,-8.4816e-06
-4.7012,-3.4113e-06
-4.6036,-1.0235e-06
-4.5048,1.1572e-07
-4.4049,5.0602e-07
-4.3052,6.8844e-07
-4.2052,7.3811e-07
-4.1052,7.626e-07
-4.0054,7.8757e-07
-3.905,7.9465e-07
-3.8051,8.3464e-07
-3.7052,8.2603e-07
-3.6051,8.3091e-07
-3.5052,8.601e-07
-3.4049,8.7385e-07
-3.3049,8.7776e-07
-3.205,8.8259e-07
-3.1053,8.7591e-07
-3.005,8.9794e-07
-2.905,8.7544e-07
-2.805,9.0708e-07
-2.7048,9.1644e-07
-2.605,9.1729e-07
-2.5047,9.1449e-07
-2.4048,9.272e-07
-2.3049,9.4189e-07
-2.205,9.2787e-07
-2.1048,9.2355e-07
-2.0046,9.6302e-07
-1.9047,9.5966e-07
-1.8047,9.736e-07
-1.705,9.6429e-07
-1.605,9.6045e-07
-1.5046,9.87e-07
-1.4047,9.7515e-07
-1.3047,1.0127e-06
-1.2048,1.0088e-06
-1.1045,1.0049e-06
-1.0046,1.0128e-06
-0.90463,1.0156e-06
-0.80469,1.0532e-06
-0.70467,1.0556e-06
-0.60423,1.037e-06
-0.50441,1.052e-06
-0.40449,1.0695e-06
-0.30463,1.0958e-06
-0.20462,1.0734e-06
-0.10435,1.0808e-06
-0.0043798,1.1093e-06
0.095505,1.1343e-06
0.19551,1.1117e-06
0.29577,1.1528e-06
0.39552,1.1637e-06
0.49554,1.1761e-06
0.59547,1.1524e-06
0.69574,1.1847e-06
0.79582,1.1964e-06
0.89578,1.1989e-06
0.99572,1.2312e-06
1.0955,1.2455e-06
1.1958,1.2557e-06
1.2958,1.2482e-06
1.3957,1.278e-06
1.4957,1.2852e-06
1.596,1.2949e-06
1.6958,1.3474e-06
1.7956,1.3556e-06
1.8955,1.354e-06
1.9959,1.376e-06
2.0959,1.4102e-06
2.1959,1.4267e-06
2.296,1.4549e-06
2.396,1.51e-06
2.4959,1.5347e-06
2.5959,1.5645e-06
2.6958,1.588e-06
2.796,1.6627e-06
2.896,1.6934e-06
2.996,1.7321e-06
3.0957,1.7853e-06
3.1959,1.8382e-06
3.2959,1.8858e-06
3.3959,1.9792e-06
3.4957,2.0435e-06
3.5957,2.0998e-06
3.6962,2.1607e-06
3.7956,2.3132e-06
3.8956,2.3959e-06
3.9955,2.5265e-06
4.0955,2.686e-06
4.1954,2.8678e-06
4.2954,2.9287e-06
4.3951,3.1203e-06
4.495,3.2453e-06
4.5948,3.502e-06
4.6943,3.79e-06
4.7941,4.066e-06
4.894,4.3644e-06
4.9936,4.707e-06
