Photodiode Current (A),Temperature (C)
1.129e-06,-268.11299559471365
1.105e-06,-268.2680616740088
1.1382e-06,-268.08876651982376
1.1e-06,-268.2143171806167
1.1409e-06,-268.1174008810572
1.1066e-06,-268.2028634361233
1.1362e-06,-268.14911894273126
1.1119e-06,-268.18303964757706
1.1346e-06,-268.19317180616736
1.1172e-06,-268.12180616740085
1.1191e-06,-268.1526431718061
1.1111e-06,-268.05925110132154
1.114e-06,-268.19713656387665
1.125e-06,-268.12356828193833
1.1164e-06,-268.1429515418502
1.1359e-06,-268.18215859030835
1.1145e-06,-268.1381057268722
1.1543e-06,-268.1861233480176
1.109e-06,-268.05352422907487
1.1562e-06,-268.21519823788543
