Pixel 1,
V (V),J (A/cm^2)
-4.9938,-0.00011977
-4.8981,-7.0727e-05
-4.801,-3.8541e-05
-4.7026,-1.9821e-05
-4.6037,-9.2796e-06
-4.5009,-3.6491e-06
-4.4034,-8.9544e-07
-4.3047,2.9121e-07
-4.2051,7.1821e-07
-4.1052,8.7561e-07
-4.0054,9.7218e-07
-3.9051,9.6698e-07
-3.8051,1.0088e-06
-3.7052,1.0265e-06
-3.6052,1.0223e-06
-3.5053,1.05e-06
-3.405,1.0472e-06
-3.305,1.0626e-06
-3.2051,1.0737e-06
-3.1053,1.0952e-06
-3.0051,1.1045e-06
-2.9051,1.1501e-06
-2.8051,1.1218e-06
-2.705,1.1319e-06
-2.6051,1.1728e-06
-2.5048,1.1663e-06
-2.4049,1.1976e-06
-2.305,1.2098e-06
-2.2051,1.1839e-06
-2.1049,1.2116e-06
-2.0047,1.2332e-06
-1.9048,1.2405e-06
-1.8048,1.2164e-06
-1.705,1.213e-06
-1.6051,1.2306e-06
-1.5047,1.224e-06
-1.4048,1.258e-06
-1.3048,1.2726e-06
-1.2049,1.2717e-06
-1.1046,1.2703e-06
-1.0048,1.2954e-06
-0.90466,1.2878e-06
-0.80476,1.2972e-06
-0.70476,1.2945e-06
-0.60431,1.3335e-06
-0.50447,1.3201e-06
-0.40455,1.3074e-06
-0.30473,1.3578e-06
-0.20471,1.3347e-06
-0.10448,1.373e-06
-0.0044187,1.3759e-06
0.095402,1.3648e-06
0.19548,1.3826e-06
0.29568,1.3848e-06
0.3954,1.4317e-06
0.49549,1.4412e-06
0.5954,1.4282e-06
0.69567,1.4524e-06
0.79572,1.4673e-06
0.89575,1.4635e-06
0.99567,1.4743e-06
1.0954,1.5186e-06
1.1957,1.5402e-06
1.2956,1.5287e-06
1.3956,1.595e-06
1.4955,1.6027e-06
1.5959,1.6056e-06
1.6957,1.6678e-06
1.7954,1.6663e-06
1.8954,1.7088e-06
1.9957,1.7247e-06
2.0958,1.7256e-06
2.1957,1.7937e-06
2.2958,1.8328e-06
2.3958,1.8395e-06
2.4957,1.891e-06
2.5956,1.9599e-06
2.6955,2.0139e-06
2.7958,2.053e-06
2.8958,2.0785e-06
2.9958,2.1661e-06
3.0956,2.1765e-06
3.1957,2.2375e-06
3.2957,2.3751e-06
3.3956,2.4108e-06
3.4954,2.4946e-06
3.5953,2.6333e-06
3.6958,2.6867e-06
3.7953,2.8556e-06
3.8952,2.9914e-06
3.9951,3.0802e-06
4.0951,3.2341e-06
4.195,3.4058e-06
4.295,3.536e-06
4.3944,3.9844e-06
4.4942,4.309e-06
4.5941,4.3943e-06
4.6936,4.6302e-06
4.7935,4.9687e-06
4.8936,5.0226e-06
4.9933,5.3871e-06
