Photodiode Current (A),Temperature (C)
1.2892e-06,-267.4376651982379
1.3319e-06,-267.3019823788546
1.2998e-06,-267.45792951541847
1.3385e-06,-267.27643171806164
1.2919e-06,-267.44559471365636
1.3318e-06,-267.2971365638766
1.301e-06,-267.40903083700437
1.3256e-06,-267.2958149779735
1.3121e-06,-267.38568281938325
1.3186e-06,-267.354845814978
1.3044e-06,-267.3636563876652
1.2945e-06,-267.4288546255506
1.2979e-06,-267.28920704845814
1.3067e-06,-267.4381057268722
1.2887e-06,-267.26497797356825
1.3201e-06,-267.45572687224666
1.2945e-06,-267.2861233480176
1.3248e-06,-267.4226872246696
1.2939e-06,-267.2962555066079
1.3209e-06,-267.3535242290749
