Pixel 1,
V (V),J (A/cm^2)
-4.9924,-0.00013529
-4.8972,-7.9576e-05
-4.8004,-4.5168e-05
-4.7023,-2.3716e-05
-4.6035,-1.1486e-05
-4.5001,-4.6175e-06
-4.403,-1.3785e-06
-4.3045,8.2479e-08
-4.205,6.5528e-07
-4.1051,8.7207e-07
-4.0054,9.7776e-07
-3.9051,9.9361e-07
-3.8052,1.0104e-06
-3.7052,1.0428e-06
-3.6052,1.0568e-06
-3.5053,1.0877e-06
-3.405,1.081e-06
-3.3049,1.0819e-06
-3.2051,1.102e-06
-3.1053,1.1122e-06
-3.005,1.1132e-06
-2.905,1.1318e-06
-2.805,1.1426e-06
-2.7049,1.1456e-06
-2.605,1.1547e-06
-2.5048,1.1672e-06
-2.4049,1.2088e-06
-2.305,1.2033e-06
-2.205,1.1897e-06
-2.1049,1.2249e-06
-2.0047,1.206e-06
-1.9048,1.2394e-06
-1.8047,1.2453e-06
-1.7051,1.2376e-06
-1.6051,1.2693e-06
-1.5048,1.2809e-06
-1.4048,1.2598e-06
-1.3048,1.2936e-06
-1.2049,1.3077e-06
-1.1047,1.32e-06
-1.0048,1.2918e-06
-0.90474,1.3135e-06
-0.80477,1.3395e-06
-0.70478,1.3211e-06
-0.60436,1.3252e-06
-0.50454,1.3504e-06
-0.4046,1.364e-06
-0.30473,1.3697e-06
-0.20477,1.3925e-06
-0.10449,1.4143e-06
-0.0044613,1.4149e-06
0.095436,1.4107e-06
0.19539,1.4312e-06
0.29566,1.4338e-06
0.39542,1.4304e-06
0.49545,1.4731e-06
0.59535,1.4786e-06
0.6956,1.5059e-06
0.79567,1.5226e-06
0.8957,1.5522e-06
0.99561,1.5297e-06
1.0954,1.5677e-06
1.1956,1.5731e-06
1.2955,1.5963e-06
1.3956,1.6329e-06
1.4955,1.6712e-06
1.5958,1.6556e-06
1.6956,1.7246e-06
1.7954,1.75e-06
1.8953,1.7925e-06
1.9956,1.8384e-06
2.0957,1.8603e-06
2.1956,1.8862e-06
2.2957,1.9307e-06
2.3957,1.9507e-06
2.4956,2.01e-06
2.5956,2.0533e-06
2.6954,2.0972e-06
2.7957,2.166e-06
2.8957,2.1952e-06
2.9956,2.2893e-06
3.0955,2.325e-06
3.1956,2.3729e-06
3.2956,2.4733e-06
3.3955,2.5579e-06
3.4953,2.6605e-06
3.5952,2.7622e-06
3.6956,2.9091e-06
3.7952,3.0142e-06
3.895,3.1037e-06
3.9949,3.2838e-06
4.0949,3.486e-06
4.1948,3.6137e-06
4.2948,3.7708e-06
4.3946,3.834e-06
4.4944,4.134e-06
4.5941,4.5106e-06
4.6936,4.6869e-06
4.7935,4.9793e-06
4.8934,5.146e-06
4.9931,5.4173e-06
