Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.000396017571,64.83866628740924,1.4310846870779046e-06,-4.267907989326458,3.96017571e-06,-3.8053,1.0407e-06,10851969.57038232,52132.71253188327
