Photodiode Current (A),Temperature (C)
1.2697e-06,-267.3539647577092
1.309e-06,-267.5319383259912
1.2756e-06,-267.35969162995593
1.2989e-06,-267.5213656387665
1.2834e-06,-267.3825991189427
1.2875e-06,-267.5200440528634
1.2946e-06,-267.33678414096914
1.2896e-06,-267.46762114537444
1.3056e-06,-267.3759911894273
1.2849e-06,-267.4143171806167
1.2806e-06,-267.51387665198234
1.2772e-06,-267.3566079295154
1.268e-06,-267.51872246696036
1.2922e-06,-267.3433920704846
1.2643e-06,-267.3464757709251
1.306e-06,-267.4825991189427
1.2653e-06,-267.3447136563876
1.3076e-06,-267.4156387665198
1.2712e-06,-267.365859030837
1.3066e-06,-267.3447136563876
