Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.000507858255,58.121512927568546,1.962828849621794e-06,-4.451672152781019,5.07858255e-06,-3.9051,1.3005e-06,3850267.694342478,32876.92161536151
