Photodiode Current (A),Temperature (C)
1.767e-06,-265.245154185022
1.7608e-06,-265.4781938325991
1.7576e-06,-265.33766519823786
1.7776e-06,-265.30110132158586
1.7503e-06,-265.52885462555065
1.7994e-06,-265.39669603524226
1.7391e-06,-265.2680616740088
1.7834e-06,-265.39361233480173
1.754e-06,-265.2667400881057
1.7833e-06,-265.2477973568282
1.9186e-06,-264.48083700440526
1.9357e-06,-264.4825991189427
1.9431e-06,-264.4504405286343
1.9364e-06,-264.47907488986783
1.9656e-06,-264.38568281938325
1.9361e-06,-264.5081497797357
1.9902e-06,-264.30198237885463
1.9426e-06,-264.51387665198234
2.0025e-06,-264.3050660792951
1.9487e-06,-264.4839207048458
