Photodiode Current (A),Temperature (C)
1.8363e-06,-264.7971365638766
1.8893e-06,-264.7464757709251
1.8835e-06,-265.0693832599119
1.8971e-06,-264.734140969163
1.9079e-06,-264.83546255506604
1.9077e-06,-264.734140969163
1.8914e-06,-264.8323788546255
1.9333e-06,-264.82400881057265
1.9699e-06,-264.73325991189427
1.8755e-06,-264.77511013215855
1.8988e-06,-264.7552863436123
1.8621e-06,-264.6143171806167
1.9129e-06,-264.75220264317176
1.8887e-06,-264.5006607929515
1.938e-06,-264.6337004405286
1.8952e-06,-264.59933920704844
1.927e-06,-264.6257709251101
1.9017e-06,-264.4729074889868
1.9151e-06,-264.5645374449339
1.9233e-06,-264.5495594713656
