Photodiode Current (A),Temperature (C)
2.0193e-06,-263.86145374449336
2.0685e-06,-264.13590308370044
2.0374e-06,-263.8892070484581
2.0792e-06,-264.0949339207048
2.0448e-06,-263.8825991189427
2.0768e-06,-264.0226872246696
2.0594e-06,-263.8812775330396
2.0705e-06,-263.89889867841407
2.0699e-06,-263.9742290748898
2.0621e-06,-263.92048458149776
2.1621e-06,-262.88348017621144
2.2364e-06,-262.9755506607929
2.1917e-06,-262.9517621145374
2.2585e-06,-262.8931718061674
2.2311e-06,-262.90726872246694
2.2809e-06,-262.89537444933916
2.2523e-06,-262.8323788546255
2.2929e-06,-262.8671806167401
2.293e-06,-262.74471365638766
2.3049e-06,-262.91167400881056
