Photodiode Current (A),Temperature (C)
1.9052e-06,-264.5482378854625
1.9047e-06,-264.6680616740088
1.8963e-06,-264.57290748898674
1.9276e-06,-264.63414096916296
1.9504e-06,-264.62092511013213
1.9171e-06,-264.57070484581493
1.975e-06,-264.60947136563874
1.9019e-06,-264.4702643171806
1.929e-06,-264.6068281938326
1.9387e-06,-264.46850220264315
2.282e-06,-262.461013215859
2.2638e-06,-262.7240088105727
2.2797e-06,-262.43105726872244
2.3282e-06,-262.57599118942727
2.3149e-06,-262.3579295154185
2.3644e-06,-262.534140969163
2.3305e-06,-262.3623348017621
2.3884e-06,-262.4724669603524
2.3271e-06,-262.297577092511
2.3946e-06,-262.4491189427313
