Photodiode Current (A),Temperature (C)
1.8774e-06,-264.7235682819383
1.9634e-06,-264.9861233480176
1.8823e-06,-264.629295154185
1.9016e-06,-265.0936123348017
1.9292e-06,-264.6372246696035
1.894e-06,-264.77687224669603
1.8566e-06,-264.6874449339207
1.8757e-06,-264.8711453744493
1.8614e-06,-264.8063876651982
1.9421e-06,-264.79096916299557
1.898e-06,-264.6601321585903
1.8351e-06,-264.72973568281935
1.8951e-06,-264.6169603524229
1.8583e-06,-264.7226872246696
1.9034e-06,-264.6781938325991
1.9038e-06,-264.7107929515418
1.7919e-06,-264.5861233480176
1.9237e-06,-264.82488986784136
1.7053e-06,-264.5821585903083
2.0161e-06,-264.829295154185
