Photodiode Current (A),Temperature (C)
1.826e-06,-265.51387665198234
1.7797e-06,-265.4702643171806
1.7645e-06,-265.33986784140967
1.7784e-06,-265.4667400881057
1.765e-06,-265.2958149779735
1.805e-06,-265.4143171806167
1.7513e-06,-265.3270925110132
2.0088e-06,-265.24118942731275
1.7292e-06,-265.4781938325991
1.8265e-06,-265.20374449339204
1.9057e-06,-264.7592511013216
1.8491e-06,-264.63414096916296
1.8922e-06,-264.6905286343612
1.9021e-06,-264.68568281938326
1.8897e-06,-264.6508810572687
1.9206e-06,-264.7121145374449
1.8874e-06,-264.57863436123347
1.9368e-06,-264.7266519823788
1.8978e-06,-264.5319383259912
1.9559e-06,-264.7455947136564
