Photodiode Current (A),Temperature (C)
1.7577e-06,-265.2407488986784
1.735e-06,-265.48127753303964
1.7786e-06,-265.3046255506608
1.7321e-06,-265.4063876651982
1.7711e-06,-265.3786343612335
1.72e-06,-265.3460352422907
1.7952e-06,-265.49273127753304
1.7512e-06,-265.3579295154185
1.7785e-06,-265.5433920704846
1.7663e-06,-265.36189427312775
1.8361e-06,-264.9429515418502
1.8812e-06,-264.87070484581494
1.8351e-06,-264.8698237885462
1.8927e-06,-264.940308370044
1.8404e-06,-264.7966960352423
1.8915e-06,-264.9473568281938
1.8512e-06,-264.745154185022
1.8848e-06,-264.97907488986783
1.8617e-06,-264.70726872246695
1.8785e-06,-264.9240088105727
