Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.00045665332000000003,57.03661574725452,1.9062906296524778e-06,-4.199946492219618,4.5665332e-06,-3.706,1.2322e-06,3549858.1352534657,51847.7779726878
