Pixel 1,
V (V),J (A/cm^2)
-4.9986,-0.00066396
-4.9006,-0.00044299
-4.8022,-0.00028047
-4.7033,-0.00017199
-4.6041,-9.9018e-05
-4.5002,-5.4243e-05
-4.4021,-2.9655e-05
-4.3034,-1.566e-05
-4.2041,-7.9089e-06
-4.1016,-3.1365e-06
-4.0041,-8.1862e-07
-3.9049,3.382e-07
-3.8055,9.1705e-07
-3.7058,1.1614e-06
-3.6058,1.1665e-06
-3.5059,1.2095e-06
-3.4056,1.2605e-06
-3.3056,1.2902e-06
-3.2057,1.2725e-06
-3.1059,1.2721e-06
-3.0058,1.3294e-06
-2.9057,1.3669e-06
-2.8056,1.3337e-06
-2.7056,1.4004e-06
-2.6057,1.4169e-06
-2.5054,1.3957e-06
-2.4056,1.4796e-06
-2.3056,1.469e-06
-2.2058,1.5362e-06
-2.1056,1.4932e-06
-2.0054,1.5667e-06
-1.9054,1.5281e-06
-1.8054,1.5748e-06
-1.7058,1.6025e-06
-1.6058,1.6391e-06
-1.5055,1.671e-06
-1.4055,1.6945e-06
-1.3055,1.7176e-06
-1.2056,1.7103e-06
-1.1054,1.729e-06
-1.0055,1.7631e-06
-0.90544,1.735e-06
-0.80548,1.7698e-06
-0.70547,1.8024e-06
-0.60505,1.7738e-06
-0.50522,1.8315e-06
-0.40527,1.8386e-06
-0.30542,1.8115e-06
-0.20548,1.8709e-06
-0.10515,1.8759e-06
-0.0051138,1.8559e-06
0.094699,1.898e-06
0.1947,1.9378e-06
0.29495,1.8804e-06
0.39471,1.9659e-06
0.49483,1.9191e-06
0.59469,1.9429e-06
0.69496,2.008e-06
0.79506,1.9733e-06
0.89503,2.0071e-06
0.99495,2.0737e-06
1.0948,2.015e-06
1.1949,2.0837e-06
1.2949,2.1039e-06
1.395,2.0704e-06
1.4947,2.2345e-06
1.5952,2.1932e-06
1.695,2.175e-06
1.7948,2.2678e-06
1.8943,2.7279e-06
1.995,2.3701e-06
2.0951,2.384e-06
2.1951,2.4474e-06
2.2951,2.4593e-06
2.3949,2.5791e-06
2.4943,3.3347e-06
2.5941,3.4136e-06
2.6941,3.8282e-06
2.794,3.8729e-06
2.8951,2.8262e-06
2.9948,3.2419e-06
3.0938,3.9009e-06
3.194,4.0176e-06
3.2944,3.7316e-06
3.3942,3.7177e-06
3.4938,4.016e-06
3.5943,4.1994e-06
3.6942,4.3106e-06
3.7938,4.3658e-06
3.8938,4.3348e-06
3.9938,4.3576e-06
4.094,4.3893e-06
4.1941,4.4108e-06
4.2941,4.4379e-06
4.394,4.4779e-06
4.4942,4.3929e-06
4.5942,4.3486e-06
4.6939,4.4793e-06
4.7938,5.0291e-06
4.894,4.6894e-06
4.994,4.79e-06
