Photodiode Current (A),Temperature (C)
1.7908e-06,-265.1751101321586
1.8164e-06,-265.25616740088105
1.7551e-06,-265.3213656387665
1.8356e-06,-265.18259911894273
1.7901e-06,-265.3112334801762
1.8733e-06,-264.9398678414097
1.7807e-06,-265.30286343612335
1.8344e-06,-265.03898678414095
1.8182e-06,-265.25837004405287
1.8181e-06,-265.19229074889864
1.8561e-06,-264.7279735682819
1.9074e-06,-264.7469162995595
1.879e-06,-264.65704845814975
1.9032e-06,-264.87290748898675
1.9005e-06,-264.602422907489
1.9198e-06,-264.8557268722467
1.8719e-06,-264.6676211453744
1.9265e-06,-264.81299559471364
1.8704e-06,-264.561013215859
1.9076e-06,-264.81740088105727
