Photodiode Current (A),Temperature (C)
1.8077e-06,-265.05132158590305
1.8102e-06,-265.3156387665198
1.8116e-06,-265.0429515418502
1.8062e-06,-265.20550660792946
1.8311e-06,-265.06145374449335
1.7872e-06,-265.26718061674006
1.7729e-06,-265.1773127753304
1.8252e-06,-265.3222466960352
1.7765e-06,-265.16982378854624
1.8399e-06,-265.1918502202643
1.8261e-06,-265.03986784140966
1.7651e-06,-265.2781938325991
1.8235e-06,-265.16982378854624
1.774e-06,-265.3059471365639
1.8257e-06,-265.00022026431714
1.7881e-06,-265.30110132158586
1.8205e-06,-265.0962555066079
1.7939e-06,-265.3574889867841
1.7698e-06,-265.12224669603523
1.8512e-06,-265.14823788546255
