Pixel 1,
V (V),J (A/cm^2)
-4.9986,-0.00067392
-4.9004,-0.00045779
-4.8022,-0.00028833
-4.7032,-0.00017677
-4.6041,-0.00010364
-4.4999,-5.574e-05
-4.402,-3.0606e-05
-4.3034,-1.6327e-05
-4.2041,-7.8521e-06
-4.1016,-3.1566e-06
-4.004,-9.446e-07
-3.9049,3.8571e-07
-3.8055,9.3818e-07
-3.7058,1.1191e-06
-3.6058,1.2056e-06
-3.5059,1.207e-06
-3.4056,1.2751e-06
-3.3056,1.2973e-06
-3.2056,1.2848e-06
-3.1059,1.2866e-06
-3.0058,1.3496e-06
-2.9056,1.3489e-06
-2.8057,1.3493e-06
-2.7056,1.4339e-06
-2.6057,1.4362e-06
-2.5055,1.464e-06
-2.4056,1.5339e-06
-2.3057,1.4877e-06
-2.2058,1.5366e-06
-2.1057,1.594e-06
-2.0054,1.5738e-06
-1.9055,1.6338e-06
-1.8056,1.6726e-06
-1.7059,1.6826e-06
-1.6059,1.7022e-06
-1.5055,1.7411e-06
-1.4055,1.7105e-06
-1.3056,1.766e-06
-1.2057,1.7975e-06
-1.1054,1.7152e-06
-1.0056,1.793e-06
-0.90541,1.774e-06
-0.8056,1.8877e-06
-0.70553,1.8042e-06
-0.60505,1.8312e-06
-0.5052,1.8105e-06
-0.40532,1.8212e-06
-0.30553,1.9164e-06
-0.20543,1.8475e-06
-0.10521,1.8826e-06
-0.0051418,2.1185e-06
0.094616,1.9996e-06
0.19453,2.0295e-06
0.29477,2.0825e-06
0.39459,2.0327e-06
0.49463,2.0445e-06
0.59454,2.1226e-06
0.69485,2.0919e-06
0.79491,2.128e-06
0.89489,2.1629e-06
0.99481,2.1653e-06
1.0947,1.9669e-06
1.1948,2.1558e-06
1.2948,2.1496e-06
1.3949,2.1987e-06
1.4948,2.2048e-06
1.5953,2.4828e-06
1.6949,2.2798e-06
1.7947,2.4101e-06
1.8948,2.2151e-06
1.995,2.307e-06
2.095,2.3666e-06
2.1951,2.3473e-06
2.2952,2.4224e-06
2.395,2.6836e-06
2.4951,2.6675e-06
2.5947,2.9313e-06
2.6946,2.9965e-06
2.7949,2.8977e-06
2.8948,3.0486e-06
2.9946,3.2502e-06
3.0946,3.2739e-06
3.1945,3.5112e-06
3.2945,3.5927e-06
3.3943,3.7462e-06
3.4942,3.851e-06
3.5938,4.1351e-06
3.6945,4.0248e-06
3.7939,4.1909e-06
3.8939,4.2758e-06
3.9941,4.2444e-06
4.0941,4.2784e-06
4.1941,4.3656e-06
4.2943,4.3689e-06
4.394,4.4311e-06
4.4941,4.4729e-06
4.594,4.3705e-06
4.6939,4.4795e-06
4.7939,4.4635e-06
4.8942,4.5337e-06
4.9943,4.5005e-06
