Photodiode Current (A),Temperature (C)
1.7335e-06,-265.49581497797357
1.7362e-06,-265.729295154185
1.7081e-06,-265.4896475770925
1.7049e-06,-265.6887665198238
1.7044e-06,-265.5178414096916
1.6983e-06,-265.6328193832599
1.743e-06,-265.5781938325991
1.7073e-06,-265.63898678414097
1.7481e-06,-265.5429515418502
1.7036e-06,-265.4165198237885
1.8115e-06,-265.1306167400881
1.8471e-06,-264.9213656387665
1.8306e-06,-265.0808370044053
1.8444e-06,-264.9407488986784
1.8353e-06,-265.0209251101321
1.8273e-06,-264.9517621145374
1.8539e-06,-264.9759911894273
1.8262e-06,-265.0191629955947
1.8637e-06,-264.9169603524229
1.8178e-06,-265.0821585903083
