Photodiode Current (A),Temperature (C)
1.7755e-06,-265.30110132158586
1.7577e-06,-265.4618942731277
1.7784e-06,-265.2033039647577
1.7569e-06,-265.36101321585903
1.765e-06,-265.229295154185
1.7775e-06,-265.38348017621144
1.7806e-06,-265.2257709251101
1.7412e-06,-265.34867841409687
1.7387e-06,-265.3019823788546
1.7412e-06,-265.26629955947135
1.8679e-06,-264.68171806167396
1.9374e-06,-264.6407488986784
1.8893e-06,-264.57555066079294
1.9295e-06,-264.67070484581495
1.8911e-06,-264.76541850220264
1.9287e-06,-264.54251101321586
1.9106e-06,-264.74339207048456
1.9004e-06,-264.52885462555065
1.9218e-06,-264.73061674008807
1.8814e-06,-264.5477973568282
