Photodiode Current (A),Temperature (C)
1.7079e-06,-265.5698237885462
1.731e-06,-265.35969162995593
1.7131e-06,-265.5645374449339
1.7999e-06,-265.34955947136564
1.6891e-06,-265.6160792951542
1.725e-06,-265.34955947136564
1.7024e-06,-265.37643171806167
1.7555e-06,-265.45
1.7824e-06,-265.5821585903083
1.772e-06,-265.4870044052863
1.845e-06,-264.7266519823788
1.9152e-06,-264.51167400881053
1.8862e-06,-264.64691629955945
1.9185e-06,-264.56497797356826
1.8989e-06,-264.64823788546255
1.9414e-06,-264.5812775330396
1.9251e-06,-264.5579295154185
1.9213e-06,-264.58876651982376
1.9263e-06,-264.4654185022026
1.9248e-06,-264.6187224669603
