Pixel 1,
V (V),J (A/cm^2)
-4.9974,-8.5117e-05
-4.8993,-6.213e-05
-4.8009,-4.5195e-05
-4.702,-3.2769e-05
-4.6029,-2.3728e-05
-4.5035,-1.716e-05
-4.4036,-1.24e-05
-4.2961,-8.7704e-06
-4.1985,-6.4003e-06
-4.1001,-4.6683e-06
-4.0015,-3.4091e-06
-3.9021,-2.4895e-06
-3.8028,-1.824e-06
-3.7034,-1.3406e-06
-3.6037,-9.8857e-07
-3.504,-7.3229e-07
-3.4039,-5.4496e-07
-3.304,-4.0883e-07
-3.2042,-3.0958e-07
-3.1045,-2.3669e-07
-3.0043,-1.8308e-07
-2.9042,-1.4386e-07
-2.8043,-1.1498e-07
-2.7042,-9.368e-08
-2.6043,-7.7803e-08
-2.5041,-6.5706e-08
-2.4041,-5.6736e-08
-2.3043,-4.9842e-08
-2.2043,-4.4163e-08
-2.1042,-3.9654e-08
-2.0039,-3.5913e-08
-1.904,-3.2447e-08
-1.804,-2.9507e-08
-1.7043,-2.6768e-08
-1.6043,-2.4355e-08
-1.504,-2.2157e-08
-1.404,-1.9959e-08
-1.304,-1.7921e-08
-1.2041,-1.5929e-08
-1.1038,-1.4181e-08
-1.0039,-1.2431e-08
-0.9039,-1.0613e-08
-0.80395,-8.9327e-09
-0.70397,-7.3233e-09
-0.6035,-5.6312e-09
-0.50364,-4.0172e-09
-0.4037,-2.4949e-09
-0.30384,-9.5427e-10
-0.20384,6.1615e-10
-0.10361,2.1505e-09
-0.0035471,3.5728e-09
0.096341,5.0002e-09
0.19633,6.6042e-09
0.29657,8.0729e-09
0.39635,9.3743e-09
0.49641,1.1001e-08
0.59634,1.2438e-08
0.6966,1.3904e-08
0.79668,1.5489e-08
0.89669,1.696e-08
0.99666,1.8584e-08
1.0964,2.0124e-08
1.1967,2.1558e-08
1.2967,2.3129e-08
1.3967,2.4736e-08
1.4966,2.6195e-08
1.597,2.7744e-08
1.6968,2.9284e-08
1.7966,3.0753e-08
1.8966,3.2332e-08
1.9969,3.4003e-08
2.097,3.5535e-08
2.197,3.7059e-08
2.2971,3.8826e-08
2.3971,4.0371e-08
2.4971,4.1918e-08
2.5971,4.3709e-08
2.697,4.527e-08
2.7973,4.701e-08
2.8974,4.8689e-08
2.9974,5.0283e-08
3.0972,5.2073e-08
3.1974,5.389e-08
3.2974,5.5587e-08
3.3975,5.7427e-08
3.4974,5.9272e-08
3.5974,6.1034e-08
3.698,6.2919e-08
3.7976,6.4844e-08
3.8976,6.6793e-08
3.9976,6.8613e-08
4.0978,7.0562e-08
4.1979,7.2557e-08
4.298,7.4507e-08
4.3978,7.6149e-08
4.4979,7.8349e-08
4.5979,8.0391e-08
4.6978,8.2513e-08
4.7978,8.4495e-08
4.898,8.6628e-08
4.998,8.8688e-08
