Photodiode Current (A),Temperature (C)
-8.6335e-08,-272.78608810572683
-8.2399e-08,-272.8060088105727
-8.2797e-08,-272.78562555066077
-8.7445e-08,-272.76782378854625
-7.7898e-08,-272.78562555066077
-7.8254e-08,-272.76173568281934
-8.6461e-08,-272.794295154185
-8.7173e-08,-272.7832246696035
-8.5079e-08,-272.8003832599119
-8.5665e-08,-272.77630837004403
-1.1322e-07,-272.75085462555063
-1.0872e-07,-272.7308414096916
-1.0095e-07,-272.73544933920704
-9.9797e-08,-272.73480616740085
-9.7662e-08,-272.76847136563873
-1.0225e-07,-272.75795594713657
-9.182e-08,-272.73720264317177
-9.0229e-08,-272.75343612334797
-9.6406e-08,-272.7449515418502
-9.2428e-08,-272.79106607929515
