Pixel 1,
V (V),J (A/cm^2)
-4.9985,-7.4435e-05
-4.9001,-5.4145e-05
-4.8015,-3.9278e-05
-4.7024,-2.8409e-05
-4.6032,-2.0532e-05
-4.5037,-1.4824e-05
-4.3944,-1.0398e-05
-4.2973,-7.5828e-06
-4.1994,-5.5226e-06
-4.1007,-4.0215e-06
-4.002,-2.9339e-06
-3.9024,-2.141e-06
-3.8031,-1.568e-06
-3.7036,-1.1528e-06
-3.6039,-8.5065e-07
-3.5041,-6.3111e-07
-3.404,-4.7062e-07
-3.304,-3.5411e-07
-3.2042,-2.693e-07
-3.1045,-2.0727e-07
-3.0043,-1.6169e-07
-2.9043,-1.2802e-07
-2.8043,-1.034e-07
-2.7042,-8.5138e-08
-2.6043,-7.1402e-08
-2.5041,-6.1028e-08
-2.4042,-5.3207e-08
-2.3043,-4.7204e-08
-2.2044,-4.2175e-08
-2.1042,-3.8003e-08
-2.004,-3.4389e-08
-1.904,-3.1138e-08
-1.804,-2.8375e-08
-1.7043,-2.5966e-08
-1.6044,-2.3598e-08
-1.504,-2.1401e-08
-1.4041,-1.9353e-08
-1.304,-1.7522e-08
-1.2041,-1.5669e-08
-1.1039,-1.3891e-08
-1.004,-1.2183e-08
-0.90395,-1.0351e-08
-0.80398,-8.673e-09
-0.70398,-7.0672e-09
-0.60355,-5.5081e-09
-0.50367,-3.9003e-09
-0.40374,-2.3588e-09
-0.30389,-8.2257e-10
-0.20389,5.6427e-10
-0.10363,2.152e-09
-0.0035637,3.7468e-09
0.096277,5.1301e-09
0.19628,6.643e-09
0.29655,8.174e-09
0.39628,9.6171e-09
0.49636,1.1051e-08
0.59628,1.2506e-08
0.69657,1.3955e-08
0.79664,1.5484e-08
0.89667,1.697e-08
0.99659,1.8483e-08
1.0964,1.9903e-08
1.1967,2.1464e-08
1.2966,2.2897e-08
1.3967,2.4461e-08
1.4966,2.5942e-08
1.597,2.7525e-08
1.6968,2.8995e-08
1.7965,3.0546e-08
1.8966,3.211e-08
1.9969,3.3713e-08
2.0969,3.5311e-08
2.197,3.6873e-08
2.2971,3.8532e-08
2.3971,4.0016e-08
2.497,4.1594e-08
2.597,4.3299e-08
2.6969,4.4867e-08
2.7973,4.6546e-08
2.8973,4.8316e-08
2.9973,5.0115e-08
3.0972,5.1681e-08
3.1974,5.349e-08
3.2974,5.5287e-08
3.3974,5.7133e-08
3.4973,5.8781e-08
3.5973,6.0574e-08
3.6979,6.257e-08
3.7975,6.4246e-08
3.8975,6.5821e-08
3.9976,6.7992e-08
4.0978,6.9537e-08
4.1978,7.1646e-08
4.2979,7.3471e-08
4.3978,7.5347e-08
4.4979,7.767e-08
4.5979,7.9305e-08
4.6977,8.1429e-08
4.7978,8.3514e-08
4.898,8.573e-08
4.998,8.7423e-08
