Pixel 1,
V (V),J (A/cm^2)
-5.003,-0.00021025
-4.9033,-0.00015592
-4.8038,-0.00011506
-4.6973,-8.2689e-05
-4.5994,-6.089e-05
-4.5009,-4.467e-05
-4.4017,-3.2674e-05
-4.3026,-2.3899e-05
-4.2032,-1.7466e-05
-4.1035,-1.2765e-05
-3.9957,-9.1236e-06
-3.8978,-6.7226e-06
-3.7996,-4.9573e-06
-3.701,-3.6579e-06
-3.6019,-2.7005e-06
-3.5026,-1.9971e-06
-3.4028,-1.4788e-06
-3.3032,-1.0984e-06
-3.2036,-8.1921e-07
-3.104,-6.1367e-07
-3.0039,-4.615e-07
-2.904,-3.495e-07
-2.804,-2.6693e-07
-2.704,-2.0578e-07
-2.6042,-1.6057e-07
-2.5039,-1.2675e-07
-2.404,-1.0196e-07
-2.3041,-8.3348e-08
-2.2042,-6.9164e-08
-2.1041,-5.8537e-08
-2.0038,-5.0357e-08
-1.9039,-4.3952e-08
-1.8039,-3.8476e-08
-1.7042,-3.4325e-08
-1.6043,-3.0671e-08
-1.5039,-2.7254e-08
-1.4039,-2.4411e-08
-1.3039,-2.1773e-08
-1.204,-1.9299e-08
-1.1037,-1.7174e-08
-1.0038,-1.5106e-08
-0.90379,-1.2986e-08
-0.80383,-1.1037e-08
-0.70383,-9.0816e-09
-0.60339,-7.1447e-09
-0.50353,-5.3359e-09
-0.40361,-3.5189e-09
-0.30376,-1.7176e-09
-0.20376,-2.5458e-11
-0.10344,1.7639e-09
-0.003454,3.5148e-09
0.096441,5.3245e-09
0.19646,6.9353e-09
0.29668,8.517e-09
0.39646,1.0241e-08
0.49654,1.1838e-08
0.59647,1.3428e-08
0.69674,1.5134e-08
0.79679,1.6732e-08
0.89681,1.8453e-08
0.99673,2.0009e-08
1.0966,2.1641e-08
1.1968,2.3258e-08
1.2967,2.4885e-08
1.3968,2.6566e-08
1.4967,2.8206e-08
1.5971,2.9934e-08
1.6969,3.1476e-08
1.7967,3.3253e-08
1.8967,3.4907e-08
1.9971,3.6659e-08
2.0971,3.8497e-08
2.1971,4.0109e-08
2.2972,4.1772e-08
2.3972,4.3588e-08
2.4972,4.5337e-08
2.5972,4.7127e-08
2.6971,4.9017e-08
2.7975,5.0603e-08
2.8975,5.2507e-08
2.9975,5.4413e-08
3.0973,5.6309e-08
3.1976,5.8002e-08
3.2976,6.0019e-08
3.3976,6.1942e-08
3.4975,6.3595e-08
3.5975,6.5662e-08
3.698,6.7302e-08
3.7977,6.9189e-08
3.8977,7.1365e-08
3.9978,7.3293e-08
4.0979,7.5171e-08
4.198,7.7095e-08
4.298,7.9292e-08
4.3979,8.129e-08
4.498,8.3296e-08
4.598,8.5634e-08
4.6979,8.74e-08
4.7979,8.9752e-08
4.8981,9.1773e-08
4.9981,9.3998e-08
