Photodiode Current (A),Temperature (C)
-8.2965e-08,-272.77686343612334
-8.5686e-08,-272.8033348017621
-8.3781e-08,-272.74818061674006
-8.5917e-08,-272.80287224669604
-8.4472e-08,-272.82242290748894
-7.6621e-08,-272.786731277533
-7.9615e-08,-272.7984449339207
-8.108e-08,-272.7811057268722
-8.6377e-08,-272.7876519823788
-8.4158e-08,-272.81873568281935
-1.1295e-07,-272.76939207048457
-1.0501e-07,-272.76422907488984
-1.0022e-07,-272.7733568281938
-1.011e-07,-272.7775991189427
-9.852e-08,-272.76099999999997
-9.2888e-08,-272.77907488986784
-9.1067e-08,-272.7843348017621
-8.5979e-08,-272.7908810572687
-8.8722e-08,-272.78230396475766
-8.644e-08,-272.76385903083695
