Photodiode Current (A),Temperature (C)
7.4324e-07,-269.8602643171806
7.5651e-07,-269.79017621145374
7.3576e-07,-269.8477092511013
7.6174e-07,-269.82638766519824
7.4104e-07,-269.8317621145374
7.5906e-07,-269.8418061674009
7.5448e-07,-269.79061674008807
7.4667e-07,-269.85030837004405
7.7102e-07,-269.77511013215855
7.4826e-07,-269.90682819383255
7.4663e-07,-269.7965198237885
7.2502e-07,-269.8887224669603
7.5881e-07,-269.8083259911894
7.2609e-07,-269.82361233480174
7.6258e-07,-269.82713656387665
7.3114e-07,-269.81110132158585
7.6222e-07,-269.8667841409691
7.3781e-07,-269.77634361233476
7.634e-07,-269.8862555066079
7.4242e-07,-269.74237885462554
