Photodiode Current (A),Temperature (C)
7.6013e-07,-269.7016299559471
7.8998e-07,-269.7738325991189
7.671e-07,-269.6877973568282
7.8259e-07,-269.80400881057267
7.7793e-07,-269.6538325991189
7.7116e-07,-269.8124669603524
7.7395e-07,-269.67422907488987
7.7054e-07,-269.7902643171806
7.8733e-07,-269.68070484581494
7.6455e-07,-269.7611013215859
7.6819e-07,-269.69480176211454
7.8904e-07,-269.5306167400881
7.8601e-07,-269.67237885462555
7.9206e-07,-269.55321585903084
8.0261e-07,-269.6177092511013
7.8285e-07,-269.5717621145374
8.0596e-07,-269.5927753303965
7.8282e-07,-269.6289427312775
8.1827e-07,-269.5596916299559
7.8205e-07,-269.63594713656386
