Photodiode Current (A),Temperature (C)
7.5571e-07,-269.95669603524226
7.2486e-07,-269.78656387665194
7.5529e-07,-269.9389867841409
7.2448e-07,-269.80013215859026
7.6088e-07,-269.9355066079295
7.3091e-07,-269.7740969162995
7.5127e-07,-269.8939207048458
7.3344e-07,-269.78629955947133
7.4707e-07,-269.8696475770925
7.4118e-07,-269.88550660792947
7.1403e-07,-269.87361233480175
7.4447e-07,-269.8408810572687
7.2109e-07,-269.9142731277533
7.4998e-07,-269.84105726872247
7.2816e-07,-269.9688105726872
7.4929e-07,-269.82502202643167
7.1506e-07,-269.93339207048456
7.5351e-07,-269.85092511013215
7.3147e-07,-269.8345374449339
7.6057e-07,-269.869295154185
