Photodiode Current (A),Temperature (C)
7.5291e-07,-269.76775330396475
7.6235e-07,-269.88515418502203
7.5393e-07,-269.7273568281938
7.5416e-07,-269.8799118942731
7.5456e-07,-269.7484581497797
7.4546e-07,-269.86079295154184
7.6032e-07,-269.78841409691626
7.3377e-07,-269.85850220264314
7.6827e-07,-269.7883259911894
7.3675e-07,-269.83572687224665
7.6409e-07,-269.82427312775326
7.6308e-07,-269.70475770925106
7.6658e-07,-269.7734801762114
7.6865e-07,-269.68352422907486
7.5961e-07,-269.7473568281938
7.7636e-07,-269.73850220264313
7.5938e-07,-269.7130396475771
7.7878e-07,-269.7508810572687
7.5234e-07,-269.6978414096916
7.814e-07,-269.77594713656384
