Photodiode Current (A),Temperature (C)
9.4198e-08,-272.74351541850217
8.5824e-08,-272.7865859030837
9.0492e-08,-272.76113215859027
8.9027e-08,-272.75882378854624
8.3186e-08,-272.7274669603524
9.1435e-08,-272.7601145374449
9.2774e-08,-272.73475330396474
8.6661e-08,-272.74093392070483
9.2837e-08,-272.7457268722467
8.6682e-08,-272.73807488986785
7.8664e-08,-272.8057709251101
8.2767e-08,-272.81407048458146
7.5231e-08,-272.81185462555067
7.7554e-08,-272.8102863436123
8.0276e-08,-272.81370044052863
8.193e-08,-272.79608370044053
7.2907e-08,-272.81665198237886
7.3891e-08,-272.8079823788546
8.3311e-08,-272.79626872246695
8.059e-08,-272.8204317180616
