Photodiode Current (A),Temperature (C)
7.4841e-07,-269.85841409691625
7.4663e-07,-269.8339647577092
7.5729e-07,-269.84713656387663
7.4661e-07,-269.8526872246696
7.4433e-07,-269.8545374449339
7.6187e-07,-269.7716299559471
7.3248e-07,-269.8781497797357
7.5618e-07,-269.76775330396475
7.5911e-07,-269.9133480176211
7.5408e-07,-269.8440088105727
7.8952e-07,-269.70559471365635
7.8798e-07,-269.6414977973568
7.7724e-07,-269.63374449339204
7.8892e-07,-269.6194273127753
7.9028e-07,-269.6542290748898
7.8454e-07,-269.65726872246694
7.9537e-07,-269.60118942731276
7.9074e-07,-269.66251101321586
7.9723e-07,-269.59581497797353
7.8391e-07,-269.67101321585903
