Photodiode Current (A),Temperature (C)
7.5035e-07,-269.9535682819383
7.2002e-07,-269.80859030837
7.4813e-07,-269.9628193832599
7.1677e-07,-269.84788546255504
7.428e-07,-269.95634361233476
7.2601e-07,-269.8390308370044
7.3009e-07,-269.85325991189427
7.3794e-07,-269.95643171806165
7.331e-07,-269.807577092511
7.501e-07,-269.9969162995595
7.3484e-07,-269.85193832599117
7.2743e-07,-269.89546255506605
7.3394e-07,-269.82374449339204
7.3794e-07,-269.89546255506605
7.3562e-07,-269.7812334801762
7.4123e-07,-269.9026872246696
7.273e-07,-269.746167400881
7.5071e-07,-269.90718061674005
7.2873e-07,-269.7656387665198
7.5567e-07,-269.8929955947136
