Photodiode Current (A),Temperature (C)
7.7583e-07,-269.7229955947136
7.5136e-07,-269.8333039647577
7.7931e-07,-269.8324669603524
7.509e-07,-269.7681938325991
7.6968e-07,-269.792731277533
7.509e-07,-269.8180176211454
7.5699e-07,-269.7839647577092
7.6252e-07,-269.7811013215859
7.5393e-07,-269.8292511013216
7.6396e-07,-269.78202643171807
7.6882e-07,-269.66889867841405
7.6756e-07,-269.7557709251101
7.6367e-07,-269.6285022026432
7.7705e-07,-269.7729074889868
7.7455e-07,-269.61048458149776
7.7726e-07,-269.7614537444934
7.8182e-07,-269.5906607929515
7.7439e-07,-269.7487665198238
7.8217e-07,-269.62444933920705
7.7244e-07,-269.7222026431718
