Photodiode Current (A),Temperature (C)
7.6524e-07,-269.90656387665194
7.3583e-07,-269.770704845815
7.5703e-07,-269.8957709251101
7.2848e-07,-269.7466079295154
7.6365e-07,-269.8911453744493
7.3507e-07,-269.7694273127753
7.6815e-07,-269.856167400881
7.4179e-07,-269.8096916299559
7.6549e-07,-269.8422466960352
7.4252e-07,-269.8269603524229
7.594e-07,-269.6183259911894
7.7644e-07,-269.7384140969163
7.6612e-07,-269.63594713656386
7.9206e-07,-269.7274449339207
7.6685e-07,-269.6285022026432
7.9605e-07,-269.7115859030837
7.7181e-07,-269.64859030837005
7.8529e-07,-269.686872246696
7.8305e-07,-269.68079295154183
7.7828e-07,-269.6614977973568
